spectrum_id,adduct,precursor_mz,compound_name,key,scaffold_group
CCMSLIB00012262314,[M+H]1+,621.125,cefditoren pivoxil,AFZFFLVORLEPPO,N=C(C(=O)NC1C(=O)N2C=C(C=Cc3cncs3)CSC12)c1cscn1
CCMSLIB00012262315,[M+Na]1+,643.107,cefditoren pivoxil,AFZFFLVORLEPPO,N=C(C(=O)NC1C(=O)N2C=C(C=Cc3cncs3)CSC12)c1cscn1
CCMSLIB00012262317,[M+H]1+,374.244,947257-66-1,ZGTYTFYRCIRWBL,O=C(C1CCCCC1)n1c(=O)[nH]c2ccccc21
CCMSLIB00012262320,[M+H]1+,362.194,Tiopropamine,NUWWGCMQIKROIJ,c1ccc(SCCCNCCC(c2ccccc2)c2ccccc2)cc1
CCMSLIB00012262324,[M+H]1+,621.125,cefditoren pivoxil,AFZFFLVORLEPPO,N=C(C(=O)NC1C(=O)N2C=C(C=Cc3cncs3)CSC12)c1cscn1
CCMSLIB00012262326,[M+Na]1+,643.107,cefditoren pivoxil,AFZFFLVORLEPPO,N=C(C(=O)NC1C(=O)N2C=C(C=Cc3cncs3)CSC12)c1cscn1
CCMSLIB00012262328,[M+H]1+,374.244,947257-66-1,ZGTYTFYRCIRWBL,O=C(C1CCCCC1)n1c(=O)[nH]c2ccccc21
CCMSLIB00012262330,[M+H]1+,492.134,Nebentan,LONWRQOYFPYMQD,O=S(=O)(C=Cc1ccccc1)Nc1nc(-c2ncccn2)ncc1Oc1ccccc1
CCMSLIB00012262332,[M+Na]1+,514.116,Nebentan,LONWRQOYFPYMQD,O=S(=O)(C=Cc1ccccc1)Nc1nc(-c2ncccn2)ncc1Oc1ccccc1
CCMSLIB00012262336,[M+H]1+,295.084,Itameline,CTVQNEVLCGSTKL,O=C(Oc1ccccc1)N1CC=CCC1
CCMSLIB00012262338,[M+K]1+,267.172,Tetradecanoic acid,TUNFSRHWOTWDNC,__ACYCLIC__TUNFSRHWOTWDNC
CCMSLIB00012262341,[M+H]1+,555.222,PD162458,YITRWOBFOQPHCH,O=C1C=C2CCC3C(CCC4C3CC3OCOC34C(=O)SC3CCOC3=O)C2CC1
CCMSLIB00012262343,[M+H]1+,378.175,Talarozole,SNFYYXUGUBUECJ,c1ccc2sc(Nc3ccc(Cn4cncn4)cc3)nc2c1
CCMSLIB00012262345,[M+NH3+H]1+,469.192,SCHEMBL8419341,XOIHMEPURGXCQM,O=S(=O)(NCc1ccccc1)c1ccccc1
CCMSLIB00012262349,[M-2H2O+NH3+H]1+,469.196,AZD-8529,IPCYZQQFECEHLI,O=C1c2ccc(-c3nc(CN4CCNCC4)no3)cc2CN1Cc1ccccc1
CCMSLIB00012262351,[M+Na]1+,474.148,SCHEMBL8419341,XOIHMEPURGXCQM,O=S(=O)(NCc1ccccc1)c1ccccc1
CCMSLIB00012262353,[M+H]1+,510.094,MKM43J1EZW,KGBKEIVIDHHUFB,c1ccc2c(c1)COc1ccc(OCc3ccc4ccccc4n3)cc1C2
CCMSLIB00012262358,[M+H]1+,403.126,Org41841,DVSFSADBOJYPGF,c1ccc(-c2ncnc3sccc23)cc1
CCMSLIB00012262360,[M+H]1+,573.218,chiglitazar,QNLWMPLUWMWDMQ,O=C(c1ccccc1)c1ccccc1NCCc1ccc(OCCn2c3ccccc3c3ccccc32)cc1
CCMSLIB00012262362,[M-2H2O+H]1+,425.378,(20S)-Protopanaxadiol,PYXFVCFISTUSOO,C1CCC2C(C1)CCC1C3CCCC3CCC21
CCMSLIB00012262364,[M+H]1+,261.171,Pipoxazole,XSZLHACSCSAKOF,N=C1NCC(CN2CCN(c3ccccc3)CC2)O1
CCMSLIB00012262366,[M+H]1+,261.171,Pipoxazole,XSZLHACSCSAKOF,N=C1NCC(CN2CCN(c3ccccc3)CC2)O1
CCMSLIB00012262368,[M+H]1+,277.191,SCHEMBL10634604,ABUAJYNYCFIKFE,c1cc2c(c(OCC3CNCCO3)c1)NCCC2
CCMSLIB00012262370,[M+H]1+,277.191,SCHEMBL10634604,ABUAJYNYCFIKFE,c1cc2c(c(OCC3CNCCO3)c1)NCCC2
CCMSLIB00012262372,[M+H]1+,302.175,DIHYDROCODEINE,RBOXVHNMENFORY,c1cc2c3c(c1)OC1CCCC4C(C2)NCCC314
CCMSLIB00012262374,[M+H]1+,302.175,DIHYDROCODEINE,RBOXVHNMENFORY,c1cc2c3c(c1)OC1CCCC4C(C2)NCCC314
CCMSLIB00012262377,[M+NH3+H]1+,302.172,Siguazodan,NUHPODZZKHQQET,O=C1CCC(c2ccccc2)=NN1
CCMSLIB00012262379,[M+NH3+H]1+,302.172,Siguazodan,NUHPODZZKHQQET,O=C1CCC(c2ccccc2)=NN1
CCMSLIB00012262381,[M+H]1+,424.263,UNII-TM17E18TOR,LKSVNYOHPRHYSG,O=C1CCNCCN1CCCCNCCc1ccccc1
CCMSLIB00012262383,[M+H]1+,424.263,UNII-TM17E18TOR,LKSVNYOHPRHYSG,O=C1CCNCCN1CCCCNCCc1ccccc1
CCMSLIB00012262385,[M+Na]1+,446.245,UNII-TM17E18TOR,LKSVNYOHPRHYSG,O=C1CCNCCN1CCCCNCCc1ccccc1
CCMSLIB00012262387,[M+H]1+,205.134,Nebracetam,LCAFGJGYCUMTGS,O=C1CCCN1Cc1ccccc1
CCMSLIB00012262390,[2M+Na]1+,431.242,Nebracetam,LCAFGJGYCUMTGS,O=C1CCCN1Cc1ccccc1
CCMSLIB00012262392,[M+H]1+,302.175,DIHYDROCODEINE,RBOXVHNMENFORY,c1cc2c3c(c1)OC1CCCC4C(C2)NCCC314
CCMSLIB00012262394,[M+H]1+,302.175,DIHYDROCODEINE,RBOXVHNMENFORY,c1cc2c3c(c1)OC1CCCC4C(C2)NCCC314
CCMSLIB00012262396,[M+NH3+H]1+,302.172,Siguazodan,NUHPODZZKHQQET,O=C1CCC(c2ccccc2)=NN1
CCMSLIB00012262399,[M+NH3+H]1+,302.172,Siguazodan,NUHPODZZKHQQET,O=C1CCC(c2ccccc2)=NN1
CCMSLIB00012262401,[M+H]1+,212.145,Flerobuterol,XTJMTDZHCLBKFU,c1ccccc1
CCMSLIB00012262403,[M+H]1+,314.186,Irdabisant,XUKROCVZGZNGSI,O=c1ccc(-c2ccc(OCCCN3CCCC3)cc2)n[nH]1
CCMSLIB00012262406,[M+H]1+,314.186,Irdabisant,XUKROCVZGZNGSI,O=c1ccc(-c2ccc(OCCCN3CCCC3)cc2)n[nH]1
CCMSLIB00012262408,[M+H]1+,362.151,LEVOFLOXACIN,GSDSWSVVBLHKDQ,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2
CCMSLIB00012262410,[M+H]1+,362.151,LEVOFLOXACIN,GSDSWSVVBLHKDQ,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2
CCMSLIB00012262412,[M+H]1+,344.097,bromopride,GIYAQDDTCWHPPL,c1ccccc1
CCMSLIB00012262414,[M+H]1+,344.097,bromopride,GIYAQDDTCWHPPL,c1ccccc1
CCMSLIB00012262416,[M+H]1+,285.146,Siguazodan,NUHPODZZKHQQET,O=C1CCC(c2ccccc2)=NN1
CCMSLIB00012262418,[M+H]1+,413.152,capmatinib,LIOLIMKSCNQPLV,c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1
CCMSLIB00012262420,[M+H]1+,413.152,capmatinib,LIOLIMKSCNQPLV,c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1
CCMSLIB00012262422,[M+Na]1+,435.134,capmatinib,LIOLIMKSCNQPLV,c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1
CCMSLIB00012262424,[M+H]1+,232.133,Indeloxazine,MADRVGBADLFHMO,C1=Cc2cccc(OCC3CNCCO3)c2C1
CCMSLIB00012262426,[M+H]1+,232.133,Indeloxazine,MADRVGBADLFHMO,C1=Cc2cccc(OCC3CNCCO3)c2C1
CCMSLIB00012262430,[M+H]1+,498.242,CHEMBL2151155,YLMVVEDAZPUKCY,O=C(c1ccccc1)N1CCN(c2ccc(OC3CCN(C4CCC4)CC3)cc2)CC1
CCMSLIB00012262433,[M+H]1+,272.052,Subathizone,VUSKMERTTCJJPM,c1ccccc1
CCMSLIB00012262435,[M+H]1+,295.086,SULFAETHOXYPYRIDAZINE,FFJIWWBSBCOKLS,O=S(=O)(Nc1cccnn1)c1ccccc1
CCMSLIB00012262437,[M+Na]1+,317.068,SULFAETHOXYPYRIDAZINE,FFJIWWBSBCOKLS,O=S(=O)(Nc1cccnn1)c1ccccc1
CCMSLIB00012262439,[M+H]1+,494.28,GBB-200061,BHDLTTMCLJUXJB,O=C(CCC1CCCC1)NCC(=O)N1CCN(Cc2nccs2)CC1
CCMSLIB00012262441,[M+H]1+,316.213,Sch59498,DYIUKMSMAJWWAT,O=C1NC2=NC3CCCC3N2c2nc[nH]c21
CCMSLIB00012262443,[M+H]1+,452.218,CHEMBL130617,LKMZVCXVGWBLDI,N=C(c1ccc(C(=O)Nc2ccc3c(c2)CCCO3)cc1)N1CCOCC1
CCMSLIB00012262445,[M+H]1+,452.218,CHEMBL130617,LKMZVCXVGWBLDI,N=C(c1ccc(C(=O)Nc2ccc3c(c2)CCCO3)cc1)N1CCOCC1
CCMSLIB00012262449,[M+H]1+,457.123,BGB-102,JXDYOSVKVSQGJM,c1ccc2c(c1)CNCCCCCOc1ccc3ncnc(c3c1)N2
CCMSLIB00012262451,[M+H]1+,401.145,Zuclopenthixol,WFPIAZLQTJBIFN,C(CCN1CCNCC1)=C1c2ccccc2Sc2ccccc21
CCMSLIB00012262455,[M+H]1+,407.197,carvedilol,OGHNVEJMJSYVRP,c1ccc(OCCNCCCOc2cccc3[nH]c4ccccc4c23)cc1
CCMSLIB00012262457,[M+H]1+,407.197,carvedilol,OGHNVEJMJSYVRP,c1ccc(OCCNCCCOc2cccc3[nH]c4ccccc4c23)cc1
CCMSLIB00012262459,[M+Na]1+,429.178,carvedilol,OGHNVEJMJSYVRP,c1ccc(OCCNCCCOc2cccc3[nH]c4ccccc4c23)cc1
CCMSLIB00012262461,[M+H]1+,401.145,Zuclopenthixol,WFPIAZLQTJBIFN,C(CCN1CCNCC1)=C1c2ccccc2Sc2ccccc21
CCMSLIB00012262463,[M+H]1+,401.145,Zuclopenthixol,WFPIAZLQTJBIFN,C(CCN1CCNCC1)=C1c2ccccc2Sc2ccccc21
CCMSLIB00012262467,[M+NH3+H]1+,333.24,Sch59498,DYIUKMSMAJWWAT,O=C1NC2=NC3CCCC3N2c2nc[nH]c21
CCMSLIB00012262469,[M+H]1+,480.213,nicardipine,UXVSDVSUISWXKD,O=C(OCCNCc1ccccc1)C1C=NC=CC1c1ccccc1
CCMSLIB00012262471,[M+H]1+,480.213,nicardipine,UXVSDVSUISWXKD,O=C(OCCNCc1ccccc1)C1C=NC=CC1c1ccccc1
CCMSLIB00012262473,[M+H]1+,328.119,AKOS005066242,BOHVAPQWBURUOP,c1csc(CSc2cccc3ccccc23)c1
CCMSLIB00012262475,[M+H]1+,328.119,AKOS005066242,BOHVAPQWBURUOP,c1csc(CSc2cccc3ccccc23)c1
CCMSLIB00012262477,[M+H]1+,382.107,934282-55-0,SXWHYTICXCLKDG,c1ccc(-c2cc(COc3nnc(-c4ccncc4)[nH]3)no2)cc1
CCMSLIB00012262479,[M+Na]1+,404.088,934282-55-0,SXWHYTICXCLKDG,c1ccc(-c2cc(COc3nnc(-c4ccncc4)[nH]3)no2)cc1
CCMSLIB00012262481,[2M+Na]1+,785.188,934282-55-0,SXWHYTICXCLKDG,c1ccc(-c2cc(COc3nnc(-c4ccncc4)[nH]3)no2)cc1
CCMSLIB00012262483,[M+H]1+,573.212,Letermovir,FWYSMLBETOMXAG,c1ccc(N2CCN(C3=Nc4ccccc4CN3c3ccccc3)CC2)cc1
CCMSLIB00012262485,[M+H]1+,451.199,FLUTROLINE,OYGDOCFZQVGFIP,c1ccc(CCCCN2CCc3c(c4ccccc4n3-c3ccccc3)C2)cc1
CCMSLIB00012262487,[M+H]1+,451.199,FLUTROLINE,OYGDOCFZQVGFIP,c1ccc(CCCCN2CCc3c(c4ccccc4n3-c3ccccc3)C2)cc1
CCMSLIB00012262489,[M+H]1+,227.998,Chlorquinaldol,GPTXWRGISTZRIO,c1ccc2ncccc2c1
CCMSLIB00012262491,[M+H]1+,379.144,Fosarilate,QDGWHHFJDHIIOS,c1ccccc1
CCMSLIB00012262493,[M+H]1+,379.144,Fosarilate,QDGWHHFJDHIIOS,c1ccccc1
CCMSLIB00012262495,[M+Na]1+,401.126,Fosarilate,QDGWHHFJDHIIOS,c1ccccc1
CCMSLIB00012262497,[M+H]1+,497.217,0,YMUYIQMAIVCKOX,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12
CCMSLIB00012262499,[M+H]1+,454.226,OPC-51803,INGXCNVWWKKWOO,O=C(c1ccc(N2CCCC2)cc1)N1CCCCc2ccccc21
CCMSLIB00012262501,[M+H]1+,454.226,OPC-51803,INGXCNVWWKKWOO,O=C(c1ccc(N2CCCC2)cc1)N1CCCCc2ccccc21
CCMSLIB00012262503,[M+NH3+H]1+,471.252,OPC-51803,INGXCNVWWKKWOO,O=C(c1ccc(N2CCCC2)cc1)N1CCCCc2ccccc21
CCMSLIB00012262505,[M-2H2O+NH3+H]1+,343.156,LEVOFLOXACIN,GSDSWSVVBLHKDQ,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2
CCMSLIB00012262509,[M+NH3+H]1+,460.252,PD162453,QTZPRMCKSZATQD,c1ccc(CCCCCCCCc2ccccc2)cc1
CCMSLIB00012262511,[M+H]1+,334.18,ENPROMATE,NBEALWAVEGMZQY,O=C(NC1CCCCC1)OC(c1ccccc1)c1ccccc1
CCMSLIB00012262513,[M+H]1+,323.258,1-(5-(Tetradecyloxy)-2-furanyl)ethanone,MMOTUYBUAZJWRU,c1ccoc1
CCMSLIB00012262517,[M+H]1+,470.236,ISF-402,BYWLSTFTCYEFLE,c1c[nH]cn1
CCMSLIB00012262519,[M+Na]1+,354.057,0 (Chimeric precursor selection),HXXOFKXVESEZNB,O=c1ccn(C2CCCO2)c(=O)[nH]1
CCMSLIB00012262521,[M+H]1+,205.079,levamisole,HLFSDGLLUJUHTE,c1ccc(C2CN3CCSC3=N2)cc1
CCMSLIB00012262523,[M+H]1+,205.079,levamisole,HLFSDGLLUJUHTE,c1ccc(C2CN3CCSC3=N2)cc1
CCMSLIB00012262527,[M+H]1+,271.121,CHLOROPROCAINE,VDANGULDQQJODZ,c1ccccc1
CCMSLIB00012262529,[M+H]1+,328.104,Leteprinim potassium,JMPOIZCOJJMTHI,O=C(CCn1cnc2c(=O)[nH]cnc21)Nc1ccccc1
CCMSLIB00012262531,[M+H]1+,208.144,MEOBENTINE,SPLVKBMIQSSFFN,c1ccccc1
CCMSLIB00012262533,[M+H]1+,208.144,MEOBENTINE,SPLVKBMIQSSFFN,c1ccccc1
CCMSLIB00012262535,[M+H]1+,201.139,tetrahydrozoline,BYJAVTDNIXVSPW,c1ccc2c(c1)CCCC2C1=NCCN1
CCMSLIB00012262537,[M+H]1+,201.139,tetrahydrozoline,BYJAVTDNIXVSPW,c1ccc2c(c1)CCCC2C1=NCCN1
CCMSLIB00012262539,[M+H]1+,271.121,CHLOROPROCAINE,VDANGULDQQJODZ,c1ccccc1
CCMSLIB00012262541,[M+H]1+,271.121,CHLOROPROCAINE,VDANGULDQQJODZ,c1ccccc1
CCMSLIB00012262543,[M+H]1+,298.103,Teroxirone,OUPZKGBUJRBPGC,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1
CCMSLIB00012262545,[M+NH3+H]1+,315.13,Teroxirone,OUPZKGBUJRBPGC,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1
CCMSLIB00012262547,[M+H]1+,266.13,133920-70-4,XTOKQKWTUYYVAO,O=C(NN1CCNCC1)c1ccccc1
CCMSLIB00012262549,[M+H]1+,352.086,E-5065,IUQKXTKLHSXZNO,O=c1ccn(C2CC2)c2cc(N3CCC3)ccc12
CCMSLIB00012262551,[M+H]1+,352.168,Adipiplon,UAMAIHOEGLEXSV,c1ccc(-c2nccn2Cc2cc3ncnn3cn2)nc1
CCMSLIB00012262553,[M+H]1+,352.168,Adipiplon,UAMAIHOEGLEXSV,c1ccc(-c2nccn2Cc2cc3ncnn3cn2)nc1
CCMSLIB00012262555,[M+H]1+,246.171,pinacidil,IVVNZDGDKPTYHK,N=c1cc[nH]cc1
CCMSLIB00012262557,[M+Na]1+,268.153,pinacidil,IVVNZDGDKPTYHK,N=c1cc[nH]cc1
CCMSLIB00012262561,[M+NH3+H]1+,264.057,busulfan,COVZYZSDYWQREU,__ACYCLIC__COVZYZSDYWQREU
CCMSLIB00012262563,[M+Na]1+,269.012,busulfan,COVZYZSDYWQREU,__ACYCLIC__COVZYZSDYWQREU
CCMSLIB00012262565,[M+Na]1+,293.103,CHLOROPROCAINE,VDANGULDQQJODZ,c1ccccc1
CCMSLIB00012262567,[M+H]1+,180.175,rimantadine,UBCHPRBFMUDMNC,C1C2CC3CC1CC(C2)C3
CCMSLIB00012262569,[M+H]1+,251.135,FLUCINDOLE,FXNCRITWFOVSEP,c1ccc2c3c([nH]c2c1)CCCC3
CCMSLIB00012262571,[M+H]1+,251.135,FLUCINDOLE,FXNCRITWFOVSEP,c1ccc2c3c([nH]c2c1)CCCC3
CCMSLIB00012262573,[M+H]1+,242.092,Salinazid,VBIZUNYMJSPHBH,O=C(NN=Cc1ccccc1)c1ccncc1
CCMSLIB00012262575,[M+H]1+,236.143,Azapetine,NYGHGTMKALXFIA,c1ccc2c(c1)CNCc1ccccc1-2
CCMSLIB00012262577,[M+H]1+,236.143,Azapetine,NYGHGTMKALXFIA,c1ccc2c(c1)CNCc1ccccc1-2
CCMSLIB00012262579,[M+H]1+,336.126,925676-48-8,XUYURJQIMYCWBB,O=C(Nc1cnc(-c2ccncc2)c(-c2cccnc2)n1)C1CC1
CCMSLIB00012262581,[M+H]1+,254.081,Cridanimod,UOMKBIIXHQIERR,O=c1c2ccccc2[nH]c2ccccc12
CCMSLIB00012262587,[M+H]1+,527.313,GSK126,FKSFKBQGSFSOSM,O=C(NCc1ccc[nH]c1=O)c1cc(-c2ccc(N3CCNCC3)nc2)cc2[nH]ccc12
CCMSLIB00012262589,[M+Na]1+,549.295,GSK126,FKSFKBQGSFSOSM,O=C(NCc1ccc[nH]c1=O)c1cc(-c2ccc(N3CCNCC3)nc2)cc2[nH]ccc12
CCMSLIB00012262591,[M+H]1+,286.137,Isothipendyl,OQJBSDFFQWMKBQ,c1ccc2c(c1)Nc1ncccc1S2
CCMSLIB00012262593,[M+H]1+,286.137,Isothipendyl,OQJBSDFFQWMKBQ,c1ccc2c(c1)Nc1ncccc1S2
CCMSLIB00012262595,[M+H]1+,558.231,MK-3207,AZAANWYREOQRFB,O=C(CN1C(=O)C2(CCCC2)NCC1c1ccccc1)Nc1ccc2c(c1)CC1(C2)C(=O)Nc2ncccc21
CCMSLIB00012262597,[M+NH3+H]1+,575.258,MK-3207,AZAANWYREOQRFB,O=C(CN1C(=O)C2(CCCC2)NCC1c1ccccc1)Nc1ccc2c(c1)CC1(C2)C(=O)Nc2ncccc21
CCMSLIB00012262599,[M+Na]1+,580.213,MK-3207,AZAANWYREOQRFB,O=C(CN1C(=O)C2(CCCC2)NCC1c1ccccc1)Nc1ccc2c(c1)CC1(C2)C(=O)Nc2ncccc21
CCMSLIB00012262601,[M-2H2O+H]1+,434.215,ISF-402,BYWLSTFTCYEFLE,c1c[nH]cn1
CCMSLIB00012262605,[M+H]1+,443.2,Siratiazem,VVZILLNNYUUOIY,O=C1CC(c2ccccc2)Sc2ccccc2N1
CCMSLIB00012262607,[M+H]1+,443.2,Siratiazem,VVZILLNNYUUOIY,O=C1CC(c2ccccc2)Sc2ccccc2N1
CCMSLIB00012262609,[M+H]1+,204.113,Ciamexon,KOYMTVWMCXDJNV,c1cncc(CN2CC2)c1
CCMSLIB00012262611,[M+H]1+,371.188,LORCAINIDE,XHOJAWVAWFHGHL,O=C(Cc1ccccc1)N(c1ccccc1)C1CCNCC1
CCMSLIB00012262613,[M+H]1+,427.056,Afuresertib,AFJRDFWMXUECEW,O=C(NCCc1ccccc1)c1cc(-c2ccn[nH]2)cs1
CCMSLIB00012262615,[M+H]1+,406.182,Nebivolol,KOHIRBRYDXPAMZ,c1ccc2c(c1)CCC(CCNCCC1CCc3ccccc3O1)O2
CCMSLIB00012262617,[M+H]1+,406.182,Nebivolol,KOHIRBRYDXPAMZ,c1ccc2c(c1)CCC(CCNCCC1CCc3ccccc3O1)O2
CCMSLIB00012262619,[M+H]1+,441.057,Delafloxacin,DYDCPNMLZGFQTM,O=c1ccn(-c2ccccn2)c2cc(N3CCC3)ccc12
CCMSLIB00012262621,[M+H]1+,250.18,Mabuprofen,JVGUNCHERKJFCM,c1ccccc1
CCMSLIB00012262623,[M+H]1+,250.18,Mabuprofen,JVGUNCHERKJFCM,c1ccccc1
CCMSLIB00012262625,[M+H]1+,321.145,Eterobarb,DACOQFZGGLCXMA,O=C1NC(=O)C(c2ccccc2)C(=O)N1
CCMSLIB00012262627,[M+H]1+,355.106,UNII-A44PP2N3H5,JZDHTASDALNGOE,C1=CNC2=Nc3ccccc3C(OCC3CC3)C2=C1
CCMSLIB00012262629,[M+H]1+,355.106,UNII-A44PP2N3H5,JZDHTASDALNGOE,C1=CNC2=Nc3ccccc3C(OCC3CC3)C2=C1
CCMSLIB00012262631,[M+H]1+,267.102,Benzarone,RFRXIWQYSOIBDI,O=C(c1ccccc1)c1coc2ccccc12
CCMSLIB00012262633,[M+H]1+,308.132,AD-5467,CLDJCRWXLDLJLO,S=C1COc2ccccc2N1
CCMSLIB00012262634,[M+H]1+,477.127,SCHEMBL1475105,YWBAWSMSIKXKGN,O=C(NCc1ccccc1)C1CC1c1ccccc1
CCMSLIB00012262636,[M+NH3+H]1+,494.153,SCHEMBL1475105,YWBAWSMSIKXKGN,O=C(NCc1ccccc1)C1CC1c1ccccc1
CCMSLIB00012262638,[M+Na]1+,499.109,SCHEMBL1475105,YWBAWSMSIKXKGN,O=C(NCc1ccccc1)C1CC1c1ccccc1
CCMSLIB00012262642,[M+H]1+,496.167,DP7U9CHX57,XBKBJNOSNDZQGN,O=C(NCCc1ccc(OCc2ccc3ccccc3n2)cc1)c1ccc2ccccc2n1
CCMSLIB00012262644,[M+Na]1+,518.149,DP7U9CHX57,XBKBJNOSNDZQGN,O=C(NCCc1ccc(OCc2ccc3ccccc3n2)cc1)c1ccc2ccccc2n1
CCMSLIB00012262648,[M+H]1+,482.13,Beminafil,KJJPAVCZQWWWMM,c1ccc(CNc2nc(C3CCCCC3)nc3sc4ccccc4c23)cc1
CCMSLIB00012262650,[M+H]1+,441.134,Spiroglumide,FJCZHMXAGBYXHJ,O=C(NCC(=O)N1CCC2(CCCC2)CC1)c1ccccc1
CCMSLIB00012262652,[M+Na]1+,463.116,Spiroglumide,FJCZHMXAGBYXHJ,O=C(NCC(=O)N1CCC2(CCCC2)CC1)c1ccccc1
CCMSLIB00012262656,[M+H]1+,482.13,Beminafil,KJJPAVCZQWWWMM,c1ccc(CNc2nc(C3CCCCC3)nc3sc4ccccc4c23)cc1
CCMSLIB00012262658,[M+H]1+,464.153,LY-510929,KWSPYUOBNIMILB,c1ccc(OCCc2ccc(OCCc3coc(-c4cccs4)n3)cc2)cc1
CCMSLIB00012262666,[M+NH3+H]1+,178.109,hydralazine,RPTUSVTUFVMDQK,c1ccc2cnncc2c1
CCMSLIB00012262668,[M+H]1+,206.139,DL-Panthenol,SNPLKNRPJHDVJA,__ACYCLIC__SNPLKNRPJHDVJA
CCMSLIB00012262670,[M+H]1+,283.18,SCHEMBL11866042,GYABHVRATOXVPA,c1ccc(C2CC(c3ccncc3)CN2)cc1
CCMSLIB00012262672,[M+Na]1+,228.121,DL-Panthenol,SNPLKNRPJHDVJA,__ACYCLIC__SNPLKNRPJHDVJA
CCMSLIB00012262674,[M+H]1+,212.128,isoproterenol,JWZZKOKVBUJMES,c1ccccc1
CCMSLIB00012262676,[M+H]1+,212.128,isoproterenol,JWZZKOKVBUJMES,c1ccccc1
CCMSLIB00012262678,[M-H2O+H]1+,194.118,isoproterenol,JWZZKOKVBUJMES,c1ccccc1
CCMSLIB00012262680,[M+H]1+,283.18,SCHEMBL11866042,GYABHVRATOXVPA,c1ccc(C2CC(c3ccncc3)CN2)cc1
CCMSLIB00012262682,[M+H]1+,283.18,SCHEMBL11866042,GYABHVRATOXVPA,c1ccc(C2CC(c3ccncc3)CN2)cc1
CCMSLIB00012262684,[M+H]1+,206.139,DL-Panthenol,SNPLKNRPJHDVJA,__ACYCLIC__SNPLKNRPJHDVJA
CCMSLIB00012262686,[M+H]1+,206.139,DL-Panthenol,SNPLKNRPJHDVJA,__ACYCLIC__SNPLKNRPJHDVJA
CCMSLIB00012262688,[M+Na]1+,228.121,DL-Panthenol,SNPLKNRPJHDVJA,__ACYCLIC__SNPLKNRPJHDVJA
CCMSLIB00012262690,[M+Na]1+,228.121,DL-Panthenol,SNPLKNRPJHDVJA,__ACYCLIC__SNPLKNRPJHDVJA
CCMSLIB00012262692,[M+H]1+,263.948,roxarsone,XMVJITFPVVRMHC,c1ccccc1
CCMSLIB00012262694,[M+H]1+,263.948,roxarsone,XMVJITFPVVRMHC,c1ccccc1
CCMSLIB00012262696,[M+H]1+,265.155,Propacetamol,QTGAJCQTLIRCFL,c1ccccc1
CCMSLIB00012262698,[M+H]1+,265.155,Propacetamol,QTGAJCQTLIRCFL,c1ccccc1
CCMSLIB00012262700,[M+H]1+,283.18,SCHEMBL11866042,GYABHVRATOXVPA,c1ccc(C2CC(c3ccncc3)CN2)cc1
CCMSLIB00012262702,[M+H]1+,283.18,SCHEMBL11866042,GYABHVRATOXVPA,c1ccc(C2CC(c3ccncc3)CN2)cc1
CCMSLIB00012262708,[M+H]1+,265.155,Propacetamol,QTGAJCQTLIRCFL,c1ccccc1
CCMSLIB00012262710,[M+H]1+,265.155,Propacetamol,QTGAJCQTLIRCFL,c1ccccc1
CCMSLIB00012262712,[M+Na]1+,287.137,Propacetamol,QTGAJCQTLIRCFL,c1ccccc1
CCMSLIB00012262714,[M-H2O+H]1+,197.107,Fenyramidol,ZEAJXCPGHPJVNP,c1ccc(CCNc2ccccn2)cc1
CCMSLIB00012262716,[M+H]1+,215.118,Fenyramidol,ZEAJXCPGHPJVNP,c1ccc(CCNc2ccccn2)cc1
CCMSLIB00012262718,[M+H]1+,215.118,Fenyramidol,ZEAJXCPGHPJVNP,c1ccc(CCNc2ccccn2)cc1
CCMSLIB00012262721,[M+H]1+,250.18,O-Desmethyltramadol,UWJUQVWARXYRCG,c1ccc(C2CCCCC2)cc1
CCMSLIB00012262723,[M+H]1+,250.18,O-Desmethyltramadol,UWJUQVWARXYRCG,c1ccc(C2CCCCC2)cc1
CCMSLIB00012262725,[M+H]1+,177.066,pemoline,HDOVLPFABNJQJO,c1ccc(-c2cnco2)cc1
CCMSLIB00012262726,[M+Na]1+,199.048,pemoline,HDOVLPFABNJQJO,c1ccc(-c2cnco2)cc1
CCMSLIB00012262728,[M-2H2O+H]1+,229.134,Propacetamol,QTGAJCQTLIRCFL,c1ccccc1
CCMSLIB00012262730,[M+H]1+,224.118,FADROZOLE,CLPFFLWZZBQMAO,c1ccc(C2CCCc3cncn32)cc1
CCMSLIB00012262732,[M+H]1+,224.118,FADROZOLE,CLPFFLWZZBQMAO,c1ccc(C2CCCc3cncn32)cc1
CCMSLIB00012262734,[M+H]1+,222.112,benzyl 5-amino-4-oxopentanoate,AFFZCQDLQIEQGB,c1ccccc1
