precursorID,name,drug_group,drug_class,formula_db,mono_mass_db,parent_id,smiles_db,key,raw_key14,scaffold_group,n_fragments_raw,parent_formal_charge,parent_mono_mass,mh_mz,elements,mw_subject_name,in_mw_subjects,hilicpos_raw_files,hilicpos_0hr_raw_files,c18pos_raw_files,feature_lists_aligned,db_MH_feature_modes,db_MH_in_hilicpos,db_MH_in_any_pos,in_msg15_recorded_all,in_msg15_parent_all,in_msg15_recorded_train,in_msg15_parent_train,in_msg15_simchallenge_recorded_all,in_muru_registry,in_muru_registry_direct,in_muru_exposed_union,in_study2_pop,in_comparator_pop,in_msnlib_v1_4lib,in_msnlib_9lib,in_muru_exposed_populations,in_muru_dev_population,in_msg15_parent_simchallenge,in_msg15_orbitrap_MH_parent,scaffold_in_muru_exposed_populations,scaffold_in_muru_registry,scaffold_in_study2_pop,scaffold_in_comparator_pop,scaffold_in_msg15_all,name_checked,name_resolved,name_key_matches_db,name_route_in_msg15,name_keys
PM0000426,Fenofibric,Endocrine and metabolic,Antihyperlipidemic,C17H15ClO4,318.0658867,64929,CC(C)(C(=O)O)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,MQOBSOSZFYZQOK,MQOBSOSZFYZQOK,O=C(c1ccccc1)c1ccccc1,1,0,318.06588664000003,319.073163107,C;Cl;O,Fenofibric,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,True,False,,,,
PM0000427,Fenoldopam,Cardiovascular,Anti-hypertensive,C16H16ClNO3,305.0818711,3341,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,TVURRHSHRRELCG,TVURRHSHRRELCG,c1ccc(C2CNCCc3ccccc32)cc1,1,0,305.08187105199994,306.08914751899994,C;Cl;N;O,Fenoldopam,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000428,Fenoprofen,Antiinflammatory and Immunomodulatory,Antiinflammatory,C15H14O3,242.0942943,3342,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,RDJGLLICXDHJDY,RDJGLLICXDHJDY,c1ccc(Oc2ccccc2)cc1,1,0,242.094294308,243.101570775,C;O,,False,0,0,0,True,,False,False,True,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,,,,
PM0000431,Fexofenadine,Antiinflammatory and Immunomodulatory,nonsedating H1-Antihistamine,C32H39NO4,501.2879087,3348,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,RWTNPBWLLIMQHL,RWTNPBWLLIMQHL,c1ccc(CCCCN2CCC(C(c3ccccc3)c3ccccc3)CC2)cc1,1,0,501.2879087279999,502.2951851949999,C;N;O,,False,0,0,0,True,hilicpos,True,True,True,True,False,False,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000432,Finasteride,Endocrine and metabolic,Anti-androgen,C23H36N2O2,372.2776784,57363,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C,DBEPLOCGEIEOCV,DBEPLOCGEIEOCV,O=C1C=CC2C(CCC3C4CCCC4CCC23)N1,1,0,372.277678392,373.284954859,C;N;O,Finasteride,True,4,2,0,True,hilicpos,True,True,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,False,,,,
PM0000433,Fipexide,Central nervous system,psychostimulant,C20H21ClN2O4,388.1189849,3351,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)COC4=CC=C(C=C4)Cl,BFUJHVVEMMWLHC,BFUJHVVEMMWLHC,O=C(COc1ccccc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,1,0,388.118984832,389.126261299,C;Cl;N;O,Fipexide,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,False,True,False,,,,
PM0000434,Fleroxacin,Antimicrobial,Antibiotic,C17H18F3N3O3,369.1300261,3357,CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F,XBJBPGROQZJDOJ,XBJBPGROQZJDOJ,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,1,0,369.13002609599994,370.13730256299993,C;F;N;O,,False,0,0,0,True,hilicpos,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,,,,
PM0000435,Florfenicol,Antimicrobial,Anti-bacterial,C12H14Cl2FNO4S,357.0004623,114811,CS(=O)(=O)C1=CC=C(C=C1)C(C(CF)NC(=O)C(Cl)Cl)O,AYIRNRDRBQJXIF,AYIRNRDRBQJXIF,c1ccccc1,1,0,357.00046250799994,358.00773897499994,C;Cl;F;N;O;S,Florfenicol,True,4,2,0,True,,False,False,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,True,False,,,,
PM0000436,Floxuridine,Antiinflammatory and Immunomodulatory,Antineoplastic,C9H11FN2O5,246.0651997,5790,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O,ODKNJVUHOIMIIZ,ODKNJVUHOIMIIZ,O=c1ccn(C2CCCO2)c(=O)[nH]1,1,0,246.065199672,247.072476139,C;F;N;O,Floxuridine,True,4,2,0,True,,False,False,True,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,,,,
PM0000437,Flubendazole,Antimicrobial,anthelmitic,C16H12FN3O3,313.0862695,35802,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=C(C=C3)F,CPEUVMUXAHMANV,CPEUVMUXAHMANV,O=C(c1ccccc1)c1ccc2nc[nH]c2c1,1,0,313.086269464,314.093545931,C;F;N;O,Flubendazole,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,False,,,,
PM0000438,Fludarabine,Antiinflammatory and Immunomodulatory,Antineoplastic,C10H13FN5O7P,365.0537,30751,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)COP(=O)(O)O)O)O)F)N,GIUYCYHIANZCFB,GIUYCYHIANZCFB,c1ncc2ncn(C3CCCO3)c2n1,1,0,365.053662606,366.060939073,C;F;N;O;P,Fludarabine,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,True,False,,,,
PM0000439,Flumazenil,Central nervous system,benzodiazepine antagonist,C15H14FN3O3,303.1019195,3373,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,OFBIFZUFASYYRE,OFBIFZUFASYYRE,O=C1NCc2cncn2-c2ccccc21,1,0,303.101919528,304.109195995,C;F;N;O,Flumazenil,True,4,2,0,True,hilicpos,True,True,True,True,False,False,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000440,Flumethasone,Antiinflammatory and Immunomodulatory,Antiinflammatory,C22H28F2O5,410.1904804,16490,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F,WXURHACBFYSXBI,WXURHACBFYSXBI,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,1,0,410.1904804359999,411.1977569029999,C;F;O,,False,0,0,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,False,,,,
PM0000442,Flunisolide,Antiinflammatory and Immunomodulatory,Antiinflammatory,C24H31FO6,434.2104669,82153,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C,XSFJVAJPIHIPKU,XSFJVAJPIHIPKU,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12,1,0,434.2104669319999,435.2177433989999,C;F;O,,False,0,0,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,True,False,,,,
PM0000443,Fluocinonide,Antiinflammatory and Immunomodulatory,Antiinflammatory,C26H32F2O7,494.2116098,9642,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C,WJOHZNCJWYWUJD,WJOHZNCJWYWUJD,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12,1,0,494.21160980399986,495.21888627099986,C;F;O,,False,0,0,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,True,False,,,,
PM0000444,Fluorescein,Others,corneal trama indicator,C20H12O5,332.0684735,16850,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,GNBHRKFJIUUOQI,GNBHRKFJIUUOQI,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21,1,0,332.068473484,333.075749951,C;O,Fluorescein,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,False,,,,
PM0000445,Fluoxetine,Central nervous system,Antidepressant,C17H18F3NO,309.1340488,3386,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,RTHCYVBBDHJXIQ,RTHCYVBBDHJXIQ,c1ccc(COc2ccccc2)cc1,1,0,309.134048856,310.141325323,C;F;N;O,Fluoxetine,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,,,,
PM0000447,Fluticasone Propionate,Antiinflammatory and Immunomodulatory,Antiinflammatory,C25H31F3O5S,500.1844,444036,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF,WMWTYOKRWGGJOA,WMWTYOKRWGGJOA,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,1,0,500.18442975199997,501.19170621899997,C;F;O;S,Fluticasone Propionate,True,4,2,4,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,True,False,,,,
PM0000448,Fluvastatin,Endocrine and metabolic,Antihyperlipidemic,C24H26FNO4,411.1845865,446155,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F,FJLGEFLZQAZZCD,FJLGEFLZQAZZCD,c1ccc(-c2c[nH]c3ccccc23)cc1,1,0,411.1845865319999,412.1918629989999,C;F;N;O,Fluvastatin,True,4,2,0,True,,False,False,True,True,False,False,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000449,Fluvoxamine,Central nervous system,Antidepressant,C15H21F3N2O2,318.1555125,5324346,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,CJOFXWAVKWHTFT,CJOFXWAVKWHTFT,c1ccccc1,1,0,318.155512572,319.162789039,C;F;N;O,Fluvoxamine,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,True,False,,,,
PM0000450,Folic Acid,Others,hematopoietic vitamin,C19H19N7O6,441.1396814,6037,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N,OVBPIULPVIDEAO,OVBPIULPVIDEAO,O=c1nc[nH]c2ncc(CNc3ccccc3)nc12,1,0,441.1396813280001,442.1469577950001,C;N;O,Folic Acid,True,4,2,0,True,,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,False,False,False,,,,
PM0000451,Formestane,Antiinflammatory and Immunomodulatory,Antineoplastic,C19H26O3,302.1881947,11273,CC12CCC(=O)C(=C1CCC3C2CCC4(C3CCC4=O)C)O,OSVMTWJCGUFAOD,OSVMTWJCGUFAOD,O=C1C=C2CCC3C4CCC(=O)C4CCC3C2CC1,1,0,302.18819469199997,303.19547115899996,C;O,Formestane,True,4,2,0,True,hilicpos,True,True,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,,,,
PM0000452,Fosfomycin,Antimicrobial,Antibiotic,C3H7O4P,138.0081952,446987,CC1C(O1)P(=O)(O)O,YMDXZJFXQJVXBF,YMDXZJFXQJVXBF,C1CO1,1,0,138.008195334,139.015471801,C;O;P,,False,0,0,0,True,,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,YMDXZJFXQJVXBF
PM0000453,Fosinopril,Cardiovascular,Anti-hypertensive,C30H46NO7P,563.3011893,55891,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3,BIDNLKIUORFRQP,BIDNLKIUORFRQP,O=C(C[PH](=O)CCCCc1ccccc1)N1CCC(C2CCCCC2)C1,1,0,563.301189442,564.308465909,C;N;O;P,,False,0,0,0,True,hilicpos,True,True,True,True,False,False,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000454,Frovatriptan,Central nervous system,Anti-migraine,C14H17N3O,243.1372,77992,CNC1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N,XPSQPHWEGNHMSK,XPSQPHWEGNHMSK,c1ccc2c3c([nH]c2c1)CCCC3,1,0,243.137162164,244.14443863099999,C;N;O,Frovatriptan,True,4,2,0,True,hilicpos,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,False,XPSQPHWEGNHMSK
PM0000455,Ftaxilide,Gastrointestinal,Antiulcer,C16H15NO3,269.1051934,71895,CC1=C(C(=CC=C1)C)NC(=O)C2=CC=CC=C2C(=O)O,LLECMGGNFBKPRH,LLECMGGNFBKPRH,O=C(Nc1ccccc1)c1ccccc1,1,0,269.10519334,270.112469807,C;N;O,Ftaxilide,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,,,,
PM0000456,Furaltadone,Antimicrobial,Antibiotic,C13H16N4O6,324.107,9553856,C1COCCN1CC2CN(C(=O)O2)N=CC3=CC=C(O3)[N+](=O)[O-],YVQVOQKFMFRVGR,YVQVOQKFMFRVGR,O=C1OC(CN2CCOCC2)CN1N=Cc1ccco1,1,0,324.10698423199995,325.11426069899994,C;N;O,Furaltadone,True,4,2,0,True,hilicpos,True,True,True,True,False,False,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000459,Gabapentin,Central nervous system,Anticonvulsant,C9H17NO2,171.1259288,3446,C1CCC(CC1)(CC(=O)O)CN,UGJMXCAKCUNAIE,UGJMXCAKCUNAIE,C1CCCCC1,1,0,171.125928784,172.133205251,C;N;O,Gabapentin,True,4,2,0,True,,False,False,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,True,False,,,,
PM0000460,Gaboxadol,Central nervous system,GABAa agonist,C6H8N2O2,140.0585775,3448,C1CNCC2=C1C(=O)NO2,ZXRVKCBLGJOCEE,ZXRVKCBLGJOCEE,O=c1[nH]oc2c1CCNC2,1,0,140.058577496,141.065853963,C;N;O,Gaboxadol,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000461,Galantamine,Central nervous system,Anticholinesterase,C17H21NO3,287.1521435,9651,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,ASUTZQLVASHGKV,ASUTZQLVASHGKV,C1=CC23CCNCc4cccc(c42)OC3CC1,1,0,287.152143532,288.159419999,C;N;O,,False,0,0,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000463,Gallic acid,Antiinflammatory and Immunomodulatory,Antineoplastic,C7H6O5,170.0215233,370,C1=C(C=C(C(=C1O)O)O)C(=O)O,LNTHITQWFMADLM,LNTHITQWFMADLM,c1ccccc1,1,0,170.021523292,171.028799759,C;O,,False,0,0,0,True,,False,False,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,True,False,,,,
PM0000464,Gamma-aminobutyric acid,Cardiovascular,Anti-hypertensive,N/A,103.0633285,119,NCCCC(O)=O,BTCSSZJGUNDROE,BTCSSZJGUNDROE,__ACYCLIC__BTCSSZJGUNDROE,1,0,103.063328528,104.070604995,C;N;O,Gamma-aminobutyric acid,True,4,2,0,True,,False,False,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000465,Ganciclovir,Antimicrobial,Anti-viral,C9H13N5O4,255.0968,135398740,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,IRSCQMHQWWYFCW,IRSCQMHQWWYFCW,O=c1[nH]cnc2[nH]cnc12,1,0,255.096753896,256.104030363,C;N;O,Ganciclovir,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,False,True,False,,,,
PM0000466,Gatifloxacin,Antimicrobial,Anti-bacterial,C19H22FN3O4,375.1594344,5379,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,XUBOMFCQGDBHNK,XUBOMFCQGDBHNK,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,1,0,375.1594344039999,376.1667108709999,C;F;N;O,Gatifloxacin,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,True,False,,,,
PM0000467,Gemcitabine,Antiinflammatory and Immunomodulatory,Antineoplastic,C9H11F2N3O4,263.0717623,60750,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,SDUQYLNIPVEERB,SDUQYLNIPVEERB,O=c1ncccn1C1CCCO1,1,0,263.071762272,264.079038739,C;F;N;O,,False,0,0,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000469,Gemifloxacin,Antimicrobial,Anti-bacterial,C18H20FN5O4,389.1499324,9571107,CON=C1CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F,ZRCVYEYHRGVLOC,ZRCVYEYHRGVLOC,N=C1CCN(c2ccc3c(=O)ccn(C4CC4)c3n2)C1,1,0,389.14993233999996,390.15720880699996,C;F;N;O,Gemifloxacin,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000470,Genatropin,Central nervous system,Anticholinergic,C17H23NO4,305.1627,20710,CN1C2CCC1CC(C2)(OC(=O)C(CO)C3=CC=CC=C3)O,AONZKAMNPBXLRN,AONZKAMNPBXLRN,O=C(Cc1ccccc1)OC1CC2CCC(C1)N2,1,0,305.162708216,306.169984683,C;N;O,Atropine,True,4,2,0,True,hilicpos,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,HGWPFSBHDACWNL
PM0000472,Glafenine,Central nervous system,analgesic,C19H17ClN2O4,372.0876848,3474,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl,GWOFUCIGLDBNKM,GWOFUCIGLDBNKM,c1ccc(Nc2ccnc3ccccc23)cc1,1,0,372.087684704,373.094961171,C;Cl;N;O,Glafenine,True,4,2,0,True,hilicpos,True,True,True,True,False,False,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000473,Gliclazide,Endocrine and metabolic,Anti-diabetic,C15H21N3O3S,323.1303622,3475,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,BOVGTQGAOIONJV,BOVGTQGAOIONJV,O=C(NN1CC2CCCC2C1)NS(=O)(=O)c1ccccc1,1,0,323.13036253200005,324.13763899900005,C;N;O;S,Gliclazide,True,4,2,0,True,hilicpos,True,True,True,True,True,True,False,True,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,,,,
PM0000474,Glimepiride,Endocrine and metabolic,Anti-diabetic,C24H34N4O5S,490.2249909,3476,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,WIGIZIANZCJQQY,WIGIZIANZCJQQY,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)N2CC=CC2=O)cc1,1,0,490.224991188,491.232267655,C;N;O;S,Glimepiride,True,4,2,0,True,hilicpos,True,True,True,True,False,False,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000475,Glipizide,Endocrine and metabolic,Anti-diabetic,C21H27N5O4S,445.1783751,3478,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,ZJJXGWJIGJFDTL,ZJJXGWJIGJFDTL,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)c2cnccn2)cc1,1,0,445.17837534399996,446.18565181099996,C;N;O;S,Glipizide,True,4,2,0,True,,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,False,,,,
PM0000476,Gliquidone,Endocrine and metabolic,Anti-diabetic,C27H33N3O6S,527.2090065,91610,CC1(C2=C(C=C(C=C2)OC)C(=O)N(C1=O)CCC3=CC=C(C=C3)S(=O)(=O)NC(=O)NC4CCCCC4)C,LLJFMFZYVVLQKT,LLJFMFZYVVLQKT,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCN2C(=O)Cc3ccccc3C2=O)cc1,1,0,527.2090067759999,528.2162832429999,C;N;O;S,Gliquidone,True,4,2,0,True,hilicpos,True,True,True,True,False,False,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000477,Gluceptate,Others,calcium replenisher,C7H14O8,226.0688674,61888,C(C(C(C(C(C(C(=O)O)O)O)O)O)O)O,KWMLJOLKUYYJFJ,KWMLJOLKUYYJFJ,__ACYCLIC__KWMLJOLKUYYJFJ,1,0,226.06886740800002,227.076143875,C;O,Gluceptate,True,4,2,0,True,,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,KWMLJOLKUYYJFJ
PM0000478,Glutamine,Others,dietary supplement,C5H10N2O3,146.0691,5961,C(CC(=O)N)C(C(=O)O)N,ZDXPYRJPNDTMRX,ZDXPYRJPNDTMRX,__ACYCLIC__ZDXPYRJPNDTMRX,1,0,146.06914218,147.076418647,C;N;O,Glutamine,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000479,Glycopyrrolate,Central nervous system,Anticholinergic,C19H28NO3+,318.2063702,3494,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C,ANGKOCUUWGHLCE,ANGKOCUUWGHLCE,O=C(OC1CC[NH2+]C1)C(c1ccccc1)C1CCCC1,1,1,318.20637017608993,,C;N;O,Glycopyrrolate,True,4,2,0,True,,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,True,False,ANGKOCUUWGHLCE;VPNYRYCIDCJBOM
PM0000480,Granisetron,Antiinflammatory and Immunomodulatory,Antiemetic,C18H24N4O,312.1950114,3510,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,MFWNKCLOYSRHCJ,MFWNKCLOYSRHCJ,O=C(NC1CC2CCCC(C1)N2)c1n[nH]c2ccccc12,1,0,312.195011388,313.202287855,C;N;O,Granisetron,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000481,Guaiacol,Respiratory,expectorant,C7H8O2,124.0524295,460,COC1=CC=CC=C1O,LHGVFZTZFXWLCP,LHGVFZTZFXWLCP,c1ccccc1,1,0,124.052429496,125.059705963,C;O,Guaiacol,True,4,2,0,True,hilicpos,True,True,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,True,True,False,False,True,True,True,True,False,LHGVFZTZFXWLCP
PM0000482,Guanethidine,Cardiovascular,Anti-hypertensive,C10H22N4,198.1844467,3518,C1CCCN(CCC1)CCN=C(N)N,ACGDKVXYNVEAGU,ACGDKVXYNVEAGU,C1CCCNCCC1,1,0,198.18444670399998,199.19172317099998,C;N,Guanethidine,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000483,Guanfacine,Cardiovascular,Anti-hypertensive,C9H9Cl2N3O,245.0122673,3519,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl,INJOMKTZOLKMBF,INJOMKTZOLKMBF,c1ccccc1,1,0,245.012267268,246.01954373499998,C;Cl;N;O,Guanfacine,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,,,,
PM0000484,Guanidine,Others,cholinergic,CH5N3,59.04834718,3520,C(=N)(N)N,ZRALSGWEFCBTJO,ZRALSGWEFCBTJO,__ACYCLIC__ZRALSGWEFCBTJO,1,0,59.04834715999999,60.05562362699999,C;N,Guanidine,True,4,2,0,True,,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,True,False,ZRALSGWEFCBTJO
PM0000485,Halcinonide,Antiinflammatory and Immunomodulatory,glucocorticoid,C24H32ClFO5,454.19223,443943,CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C,MUQNGPZZQDCDFT,MUQNGPZZQDCDFT,O=C1C=C2CCC3C(CCC4C3CC3OCOC34)C2CC1,1,0,454.1922300239999,455.1995064909999,C;Cl;F;O,,False,0,0,0,True,,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,True,True,False,False,True,True,True,True,False,MUQNGPZZQDCDFT
PM0000486,Heptaminol,Cardiovascular,vasodilator,C8H19NO,145.1466642,3590,CC(CCCC(C)(C)O)N,LREQLEBVOXIEOM,LREQLEBVOXIEOM,__ACYCLIC__LREQLEBVOXIEOM,1,0,145.146664228,146.153940695,C;N;O,Heptaminol,True,4,2,0,True,hilicpos,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,,,,
PM0000487,Hexamethonium,Cardiovascular,Anti-hypertensive,C12H30N2+2,202.2398018,3604,C[N+](C)(C)CCCCCC[N+](C)(C)C,VZJFGSRCJCXDSG,VZJFGSRCJCXDSG,__ACYCLIC__VZJFGSRCJCXDSG,1,2,202.23980180017998,,C;N,Hexamethonium,True,4,2,0,True,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,VZJFGSRCJCXDSG
PM0000488,Hexestrol,Endocrine and metabolic,estrogen,C18H22O2,270.16198,3606,CCC(C1=CC=C(C=C1)O)C(CC)C2=CC=C(C=C2)O,PBBGSZCBWVPOOL,PBBGSZCBWVPOOL,c1ccc(CCc2ccccc2)cc1,1,0,270.161979944,271.169256411,C;O,,False,0,0,0,True,,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,False,True,False,,,,
