cyanometdb_id,name,level,purity,unit_id,unit_is_group,muru_key,scaffold_group,mh_theor,formula_rdkit,heavy_atoms,mh_nce_set,n_mh_distinct_nce,n_mh_distinct_nce_first_mass_40,has_nce20_and_nce60,has_nce20_and_nce60_first_mass_40,mh_series,mh_instruments,in_msg15_any_route,in_msg15_simchallenge,in_muru_registry,in_study2,in_comparator,scaf_in_msg15,msg15_nn_tanimoto,P0_all_mh_ge3nce,P1_single_identity,P2_key_clean,P3_key_and_scaffold_clean,P4_P3_nce20_60,P5_P4_msg_range,P6_P4_muru_range,P7_P5_level1_2a,P8_P5_level1,P9_P5_first_mass_40,P10_P9_level1_2a
1332,Muscoride A,2b,crude extract,CMDB1332,False,PFXJYHPNSWNJBP,c1coc(-c2coc(C3CCCN3)n2)n1,513.307146847,C28H40N4O5,37.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.28125,True,True,True,True,True,True,True,False,False,True,False
1402,Aerucyclamide D,2b,Bioreagent,CMDB1402,False,MLBROOJXUZKDHY,O=C1NCC2=NC(CS2)C(=O)NC(Cc2ccccc2)C2=NC(CO2)C(=O)NCc2nc1cs2,587.1563429070001,C26H30N6O4S3,39.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.5681818181818182,True,True,True,True,True,True,True,False,False,True,False
1503,Nostosin B,2b,crude extract,CMDB1503,False,NFEXMBMBZZNYQK,c1ccccc1,452.286745751,C22H37N5O5,32.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.4285714285714285,True,True,True,False,False,False,False,False,False,False,False
1504,Nostosin A,2b,crude extract,CMDB1504,False,MKNWXPPWASGIJB,O=C(CCCc1ccccc1)NCC(=O)NC1CCCNC1,450.271095687,C22H35N5O5,32.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.3877551020408163,True,True,True,True,True,True,True,False,False,True,False
1800,MC-FR,2b,crude extract,CMDB1800,False,NCIZAPYSXYPFOU,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,1029.540394211,C52H72N10O12,74.0,"15,20,25,30,40,50,60",7.0,0.0,True,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.8173076923076923,True,True,True,True,True,False,True,False,False,False,False
1835,MC-FL,2b,crude extract,CMDB1835,False,JNMCFADRRBGAIM,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,986.5233471790002,C52H71N7O12,71.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,1.0,True,True,True,True,True,True,True,False,False,True,False
1869,MC-YL,2b,crude extract,CMDB1869,False,ULVKNPZLIDQRTH,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,1002.5182617990002,C52H71N7O13,72.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,True,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.956989247311828,True,True,True,True,True,False,True,False,False,False,False
1877,[D-MeO-Glu6]MC-LR,2b,reference material,CMDB1877,False,PONFOSATPJORFV,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)CNC(=O)CNC1=O,1009.571694339,C50H76N10O12,72.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.8076923076923077,True,True,True,False,False,False,False,False,False,False,False
1895,[D-Asp3]MC-RY,2b,crude extract,CMDB1895,False,AKRUYPJUAZTDLQ,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CCNC(=O)CNC(=O)CNC1=O,1031.519658767,C51H70N10O13,74.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.7606837606837606,True,True,True,False,False,False,False,False,False,False,False
1950,"[D-Asp3,Dha7]MC-LR",2b,crude extract,CMDB1950,False,PENYTKSZIDPONS,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)CNC(=O)CNC1=O,967.5247441470002,C47H70N10O12,69.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,True,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.7241379310344828,True,True,True,False,False,False,False,False,False,False,False
1997,[D-Leu1]MC-LR,2b,crude extract,CMDB1997,False,PYRKYAINAPVHFV,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)CNC(=O)CNC1=O,1037.602994467,C52H80N10O12,74.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.803921568627451,True,True,True,False,False,False,False,False,False,False,False
2036,[D-Met(O)1]MC-LR,2b,crude extract,CMDB2036,False,FYGVSVGVTBXKSQ,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)CNC(=O)CNC1=O,1071.554330023,C51H78N10O13S,75.0,"15,20,25,30,35",5.0,0.0,False,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.7606837606837606,True,True,True,False,False,False,False,False,False,False,False
2163,Nostocyclopeptide Ncp-E1-L,2b,crude extract,CMDB2163,False,XFONTJUFZVROJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,795.4035663949999,C39H54N8O10,57.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.6,True,True,True,True,True,True,True,False,False,True,False
2165,Nostocyclopeptide Ncp-E2-L,2b,crude extract,CMDB2165,False,CLSDHBVHQKWEJR,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N1CCCC1,761.4192164589998,C36H56N8O10,54.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.5436893203883495,True,True,True,True,True,True,True,False,False,True,False
2240,Microginin 299A,2b,bioreagent,CMDB2240,False,GTUNZCVHPMEXMH,O=C(NCCc1ccccc1)C1CCCN1C(=O)CCc1ccccc1,887.4679964910001,C45H67ClN6O10,62.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.6344086021505376,True,True,True,True,True,True,True,False,False,True,False
2241,Microginin 299B,2b,bioreagent,CMDB2241,False,IPQXHBHVRZYMAN,O=C(NCCc1ccccc1)C1CCCN1C(=O)CCc1ccccc1,921.429024139,C45H66Cl2N6O10,63.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.6344086021505376,True,True,True,True,True,True,True,False,False,True,False
2242,Microginin 299C,2b,bioreagent,CMDB2242,False,DTXKFCMLEVLURZ,O=C(NCCc1ccccc1)C1CCCN1C(=O)CCc1ccccc1,853.5069688430001,C45H68N6O10,61.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.7159090909090909,True,True,True,True,True,True,True,False,False,True,False
584,Cyanopeptolin 992,3,crude extract,CMDB584,False,YISRXUQQIVQAHS,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)N2CCCC(NC(=O)CN1)C2=O,993.5040087030002,C48H68N10O13,71.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,True,0.7264957264957265,True,True,True,True,True,True,True,False,False,True,False
912,Microginin GH787,3,crude extract,CMDB912,False,XYGVUPXPWWMUAK,O=C(CCc1ccccc1)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,788.3995825830003,C40H58ClN5O9,55.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.6629213483146067,True,True,True,True,True,True,True,False,False,True,False
1471,Microcyclamide 7806A,3,crude extract,Isomer Group_C24H34N6O6S@row140,True,,,,,,,,,,,,,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
1465,Microcyclamide 7806B,3,crude extract,Isomer Group_C24H34N6O6S@row140,True,,,,,,,,,,,,,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
813,Nodulapeptin 855a,3,crude extract,Isomer Group_C42H61N7O10S@row143,True,CWANKXLXOYMBBJ,O=C1CCCCCNC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(CCc2ccccc2)NC(=O)CN1,856.4273386190001,C42H61N7O10S,60.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,True,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.5849056603773585,True,False,False,False,False,False,False,False,False,False,False
814,Nodulapeptin 855b,3,crude extract,Isomer Group_C42H61N7O10S@row143,True,WTOJHHZFHCUTDI,O=C1CCCCCNC(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C(CCc2ccccc2)NC(=O)CN1,856.4273386190002,C42H61N7O10S,60.0,"15,20,25,30,40,50,60,70,80",9.0,0.0,True,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.5471698113207547,True,False,False,False,False,False,False,False,False,False,False
857,Microginin 767,3,crude extract,Isomer Group_C41H61N5O9@row146,True,IFMJJUPZIKGJIU,O=C(CCc1ccccc1)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,768.4542049989999,C41H61N5O9,55.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.6153846153846154,True,False,False,False,False,False,False,False,False,False,False
858,Microginin KR767,3,crude extract,Isomer Group_C41H61N5O9@row146,True,PUNOWWCAVNLVNA,O=C(CCc1ccccc1)NCC(=O)N1CCCC1C(=O)NCCc1ccccc1,768.4542049990002,C41H61N5O9,55.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.6153846153846154,True,False,False,False,False,False,False,False,False,False,False
1222,Dihydrospumigin K,3,crude extract,Isomer Group_C31H44N6O7@row149,True,OYLLIRIQZZWJCJ,O=C(CCCc1ccccc1)NC(Cc1ccccc1)C(=O)N1CCCC1,613.3344242150001,C31H44N6O7,44.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.3786407766990291,True,False,False,False,False,False,False,False,False,False,False
1223,Dihydrospumigin L,3,crude extract,Isomer Group_C31H44N6O7@row149,True,OYLLIRIQZZWJCJ,O=C(CCCc1ccccc1)NC(Cc1ccccc1)C(=O)N1CCCC1,613.3344242150001,C31H44N6O7,44.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.3786407766990291,True,False,False,False,False,False,False,False,False,False,False
1228,Spumigin E,3,crude extract,Isomer Group_C31H42N6O7@row152,True,GNEMRCVXTBTWCG,O=C(CCc1ccccc1)NC(CCc1ccccc1)C(=O)N1CCCC1,611.318774151,C31H42N6O7,44.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.4597701149425287,True,False,False,False,False,False,False,False,False,False,False
1229,Spumigin K,3,crude extract,Isomer Group_C31H42N6O7@row152,True,CUYCVKFWPTWZJN,O=C(CCCc1ccccc1)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NC1CCCNC1,611.3187741510002,C31H42N6O7,44.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.4285714285714285,True,False,False,False,False,False,False,False,False,False,False
1230,Spumigin L,3,crude extract,Isomer Group_C31H42N6O7@row152,True,CUYCVKFWPTWZJN,O=C(CCCc1ccccc1)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NC1CCCNC1,611.3187741510002,C31H42N6O7,44.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.4285714285714285,True,False,False,False,False,False,False,False,False,False,False
1251,Dihydrospumigin M,3,crude extract,Isomer Group_C31H42N6O7@row156,True,WKADCTRDFMBYPU,O=C(CCCc1ccccc1)NC(Cc1ccccc1)C(=O)N1CCCC1,599.3187741510002,C30H42N6O7,43.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.4842105263157895,True,False,False,False,False,False,False,False,False,False,False
1252,Dihydrospumigin N,3,crude extract,Isomer Group_C31H42N6O7@row156,True,WKADCTRDFMBYPU,O=C(CCCc1ccccc1)NC(Cc1ccccc1)C(=O)N1CCCC1,599.3187741510002,C30H42N6O7,43.0,"15,20,25,30,40,50,60,70,80",9.0,9.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.4842105263157895,True,False,False,False,False,False,False,False,False,False,False
1834,"[Leu1,D-Asp3]MC-LR",3,,Isomer Group_C51H78N10O12@row159,True,AVSMHCMQBTVLHC,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)CNC(=O)CNC1=O,1023.5873444030002,C51H78N10O12,73.0,,,,,,,,False,False,False,False,False,True,0.8018018018018018,False,False,False,False,False,False,False,False,False,False,False
1911,"[Leu1,Dha7]MC-LR",3,,Isomer Group_C51H78N10O12@row159,True,AVSMHCMQBTVLHC,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)CNC(=O)CNC1=O,1023.5873444030002,C51H78N10O12,73.0,,,,,,,,False,False,False,False,False,True,0.8018018018018018,False,False,False,False,False,False,False,False,False,False,False
1947,[Dha7]MC-(H4)YR,3,crude extract,Isomer Group_C51H78N10O12@row162,True,TUAADMHCVHCCPV,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(CC2C=CCCC2)NC(=O)CNC1=O,1035.550958895,C51H74N10O13,74.0,"15,20,25,30,40,50,60",7.0,0.0,True,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.6171875,True,False,False,False,False,False,False,False,False,False,False
1948,[D-Asp3]MC-(H4)YR ,3,crude extract,Isomer Group_C51H78N10O12@row162,True,JAXVACFEWWEOKE,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(CC2C=CCCC2)NC(=O)CNC1=O,1035.550958895,C51H74N10O13,74.0,"15,20,25,30,40,50,60",7.0,0.0,True,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.7295081967213115,True,False,False,False,False,False,False,False,False,False,False
1949,[DMAdda5]MC-(H4)YR,3,crude extract,Isomer Group_C51H78N10O12@row162,True,LWTYIWMPGBPRGQ,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(CC2C=CCCC2)NC(=O)CNC1=O,1035.550958895,C51H74N10O13,74.0,"15,20,25,30,40,50,60",7.0,0.0,True,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.7142857142857143,True,False,False,False,False,False,False,False,False,False,False
2014,[D-Glu(OMe)6]MC-YR,3,crude extract,Isomer Group_C53H74N10O13@row166,True,SVUNNHQOHLLNGA,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CNC1=O,1059.550958895,C53H74N10O13,76.0,"15,20,25,30,40,50,60,70,80",9.0,8.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.7477477477477478,True,False,False,False,False,False,False,False,False,False,False
2015,MCHtyR,3,crude extract,Isomer Group_C53H74N10O13@row166,True,YQFCSOPLXLDHPK,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(CCc2ccccc2)NC(=O)CNC1=O,1059.550958895,C53H74N10O13,76.0,"15,20,25,30,40,50,60,70,80",9.0,8.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.7522935779816514,True,False,False,False,False,False,False,False,False,False,False
2016," [D-Asp3,D-Glu(OMe)6]MC-HtyR",3,crude extract,Isomer Group_C53H74N10O13@row166,True,QHVWVRZVAONQRC,C=C1NC(=O)CCCNC(=O)CC(C=CC=CCCCc2ccccc2)NC(=O)CNC(=O)CCNC(=O)C(CCc2ccccc2)NC(=O)CNC1=O,1059.550958895,C53H74N10O13,76.0,"15,20,25,30,40,50,60,70,80",9.0,8.0,True,True,MSBNK-EAWAG-EC|MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.7272727272727273,True,False,False,False,False,False,False,False,False,False,False
509,Micropeptin HH992,3,crude extract,Isomer Group_C50H72N8O13@row170,True,ZXKMRIUULRZARB,O=C(CCc1ccccc1)NCC(=O)NC1COC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C2CCCN2C(=O)CNC1=O,993.529160831,C50H72N8O13,71.0,"15,20,25,30,40,50,60",7.0,0.0,True,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.5564516129032258,True,False,False,False,False,False,False,False,False,False,False
510,Micropeptin KB992,3,crude extract,Isomer Group_C50H72N8O13@row170,True,LEMGGXYDKCZIKV,O=C(CCc1ccccc1)NCC(=O)NC1COC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN2CCCC(NC(=O)CNC1=O)C2=O,993.529160831,C50H72N8O13,71.0,"15,20,25,30,40,50,60",7.0,0.0,True,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,False,False,False,False,False,False,0.6299212598425197,True,False,False,False,False,False,False,False,False,False,False
511,Loggerpeptin A,3,crude extract,Isomer Group_C50H72N8O13@row170,True,UAVAEWGJORGZNS,O=C1CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)N2CCCC(NC(=O)CN1)C2=O,993.529160831,C50H72N8O13,71.0,"15,20,25,30,40,50,60",7.0,0.0,True,False,MSBNK-EAWAG-ED,Exploris 240 Thermo Scientific,True,False,False,False,False,True,1.0,True,False,False,False,False,False,False,False,False,False,False
