identifier,inchikey,fold,simulation_challenge,adduct,instrument_type,collision_energy,precursor_mz,parent_mass,formula,precursor_formula,smiles,ce_missing,cyanometdb_name
MassSpecGymID0077268,JWVKNHDSRADFFA,test,True,[M+H]+,Orbitrap,25.33272,844.424,843.4167239999999,C44H57N7O10,C44H58N7O10,CC(C)C1NC(=O)C(NC(=O)NC(Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)NC1=O,False,Anabaenopeptin A
MassSpecGymID0077269,JWVKNHDSRADFFA,test,True,[M+H]+,Orbitrap,303.99264,844.424,843.4167239999999,C44H57N7O10,C44H58N7O10,CC(C)C1NC(=O)C(NC(=O)NC(Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)NC1=O,False,Anabaenopeptin A
MassSpecGymID0077270,JWVKNHDSRADFFA,test,True,[M+H]+,Orbitrap,50.66544,844.424,843.4167239999999,C44H57N7O10,C44H58N7O10,CC(C)C1NC(=O)C(NC(=O)NC(Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)NC1=O,False,Anabaenopeptin A
MassSpecGymID0077271,JWVKNHDSRADFFA,test,True,[M+H]+,Orbitrap,151.99632,844.424,843.4167239999999,C44H57N7O10,C44H58N7O10,CC(C)C1NC(=O)C(NC(=O)NC(Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)NC1=O,False,Anabaenopeptin A
MassSpecGymID0077272,JWVKNHDSRADFFA,test,True,[M+H]+,Orbitrap,202.66176,844.424,843.4167239999999,C44H57N7O10,C44H58N7O10,CC(C)C1NC(=O)C(NC(=O)NC(Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)NC1=O,False,Anabaenopeptin A
MassSpecGymID0077273,JWVKNHDSRADFFA,test,True,[M+H]+,Orbitrap,126.6636,844.424,843.4167239999999,C44H57N7O10,C44H58N7O10,CC(C)C1NC(=O)C(NC(=O)NC(Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)NC1=O,False,Anabaenopeptin A
MassSpecGymID0077274,JWVKNHDSRADFFA,test,True,[M+H]+,Orbitrap,253.3272,844.424,843.4167239999999,C44H57N7O10,C44H58N7O10,CC(C)C1NC(=O)C(NC(=O)NC(Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)NC1=O,False,Anabaenopeptin A
MassSpecGymID0077275,JWVKNHDSRADFFA,test,True,[M+H]+,Orbitrap,75.99816,844.424,843.4167239999999,C44H57N7O10,C44H58N7O10,CC(C)C1NC(=O)C(NC(=O)NC(Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)NC1=O,False,Anabaenopeptin A
MassSpecGymID0077276,JWVKNHDSRADFFA,test,True,[M+H]+,Orbitrap,101.33088,844.424,843.4167239999999,C44H57N7O10,C44H58N7O10,CC(C)C1NC(=O)C(NC(=O)NC(Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)NC1=O,False,Anabaenopeptin A
MassSpecGymID0077277,JWVKNHDSRADFFA,test,True,[M+H]+,Orbitrap,303.99264,844.424,843.4167239999999,C44H57N7O10,C44H58N7O10,CC(C)C1NC(=O)C(NC(=O)NC(Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)NC1=O,False,Anabaenopeptin A
MassSpecGymID0077278,JWVKNHDSRADFFA,test,True,[M+H]+,Orbitrap,253.3272,844.424,843.4167239999999,C44H57N7O10,C44H58N7O10,CC(C)C1NC(=O)C(NC(=O)NC(Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)NC1=O,False,Anabaenopeptin A
MassSpecGymID0077279,JWVKNHDSRADFFA,test,True,[M+H]+,Orbitrap,202.66176,844.424,843.4167239999999,C44H57N7O10,C44H58N7O10,CC(C)C1NC(=O)C(NC(=O)NC(Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)NC1=O,False,Anabaenopeptin A
MassSpecGymID0077280,JWVKNHDSRADFFA,test,True,[M+H]+,Orbitrap,151.99632,844.424,843.4167239999999,C44H57N7O10,C44H58N7O10,CC(C)C1NC(=O)C(NC(=O)NC(Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)NC1=O,False,Anabaenopeptin A
MassSpecGymID0077281,JWVKNHDSRADFFA,test,True,[M+H]+,Orbitrap,126.6636,844.424,843.4167239999999,C44H57N7O10,C44H58N7O10,CC(C)C1NC(=O)C(NC(=O)NC(Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)NC1=O,False,Anabaenopeptin A
MassSpecGymID0077282,JWVKNHDSRADFFA,test,True,[M+H]+,Orbitrap,101.33088,844.424,843.4167239999999,C44H57N7O10,C44H58N7O10,CC(C)C1NC(=O)C(NC(=O)NC(Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)NC1=O,False,Anabaenopeptin A
MassSpecGymID0077283,JWVKNHDSRADFFA,test,True,[M+H]+,Orbitrap,75.99816,844.424,843.4167239999999,C44H57N7O10,C44H58N7O10,CC(C)C1NC(=O)C(NC(=O)NC(Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)NC1=O,False,Anabaenopeptin A
MassSpecGymID0077284,JWVKNHDSRADFFA,test,True,[M+H]+,Orbitrap,50.66544,844.424,843.4167239999999,C44H57N7O10,C44H58N7O10,CC(C)C1NC(=O)C(NC(=O)NC(Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)NC1=O,False,Anabaenopeptin A
MassSpecGymID0077285,JWVKNHDSRADFFA,test,True,[M+H]+,Orbitrap,25.33272,844.424,843.4167239999999,C44H57N7O10,C44H58N7O10,CC(C)C1NC(=O)C(NC(=O)NC(Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)NC1=O,False,Anabaenopeptin A
MassSpecGymID0077286,JWVKNHDSRADFFA,test,False,[M+H]+,QTOF,,844.423,843.415724,C44H57N7O10,C44H58N7O10,CC(C)C1NC(=O)C(NC(=O)NC(Cc2ccc(O)cc2)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)NC1=O,True,Anabaenopeptin A
MassSpecGymID0185079,UAVAEWGJORGZNS,test,False,[M+H]+,<NA>,,993.536,992.528724,C50H72N8O13,C50H73N8O13,CCCC(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NC2CC[C@@H](O)N(C2=O)[C@@H](Cc2ccccc2)C(=O)N(C)C(Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)O[C@@H]1C)[C@H](C)O,True,Loggerpeptin A
MassSpecGymID0185080,UAVAEWGJORGZNS,test,False,[M+H]+,QTOF,,993.536,992.528724,C50H72N8O13,C50H73N8O13,CCCC(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NC2CC[C@@H](O)N(C2=O)[C@@H](Cc2ccccc2)C(=O)N(C)C(Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)O[C@@H]1C)[C@H](C)O,True,Loggerpeptin A
MassSpecGymID0185082,KXSGCAPYMUMVSH,test,False,[M+Na]+,<NA>,,985.47,962.480782,C48H66N8O13,C48H66N8NaO13,C/C=C1/NC(=O)C(NC(=O)C(NC(=O)C(C)NC(=O)CCC)C(C)O)C(C)OC(=O)C(C(C)C)NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(Cc2ccccc2)N2C(=O)C(CCC2O)NC1=O,True,Molassamide
MassSpecGymID0185083,KXSGCAPYMUMVSH,test,False,[M+H]+,<NA>,,963.488,962.480724,C48H66N8O13,C48H67N8O13,C/C=C1/NC(=O)C(NC(=O)C(NC(=O)C(C)NC(=O)CCC)C(C)O)C(C)OC(=O)C(C(C)C)NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(Cc2ccccc2)N2C(=O)C(CCC2O)NC1=O,True,Molassamide
MassSpecGymID0185084,KXSGCAPYMUMVSH,test,False,[M+H]+,QTOF,,963.488,962.480724,C48H66N8O13,C48H67N8O13,C/C=C1/NC(=O)C(NC(=O)C(NC(=O)C(C)NC(=O)CCC)C(C)O)C(C)OC(=O)C(C(C)C)NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(Cc2ccccc2)N2C(=O)C(CCC2O)NC1=O,True,Molassamide
MassSpecGymID0185085,KXSGCAPYMUMVSH,test,False,[M+Na]+,QTOF,,985.47,962.480782,C48H66N8O13,C48H66N8NaO13,C/C=C1/NC(=O)C(NC(=O)C(NC(=O)C(C)NC(=O)CCC)C(C)O)C(C)OC(=O)C(C(C)C)NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(Cc2ccccc2)N2C(=O)C(CCC2O)NC1=O,True,Molassamide
MassSpecGymID0185090,VOJZQYLSWQMIAF,test,False,[M+H]+,<NA>,,989.505,988.497724,C50H68N8O13,C50H69N8O13,C/C=C1/NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C2CCCN2C(=O)CCC)[C@H](C)O)[C@@H](C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](Cc2ccccc2)N2C(=O)[C@H](CC[C@H]2O)NC1=O,True,Rivulariapeptolide 988
MassSpecGymID0185091,VOJZQYLSWQMIAF,test,False,[M+H]+,QTOF,,989.505,988.497724,C50H68N8O13,C50H69N8O13,C/C=C1/NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C2CCCN2C(=O)CCC)[C@H](C)O)[C@@H](C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](Cc2ccccc2)N2C(=O)[C@H](CC[C@H]2O)NC1=O,True,Rivulariapeptolide 988
MassSpecGymID0187293,ASRBKZHDORPEHO,test,False,[M+Na]+,<NA>,,615.368,592.378782,C31H52N4O7,C31H52N4NaO7,CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C)N(C)C,True,Gallinamide A
MassSpecGymID0202860,NGPDQWFWZNXVLZ,val,False,[M+Na]+,<NA>,,986.4,963.410782,C49H69N7O13,C49H69N7NaO13,CCCCCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]2CC[C@@H](O)N(C2=O)[C@@H](CC(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N[C@@H](C(C)C)C(=O)O[C@@H]1C,True,Cyanopeptolin 963A
MassSpecGymID0202861,MQIAICAGVFTAAN,val,False,[M+H]+,<NA>,,517.21,516.202724,C24H32N6O5S,C24H33N6O5S,CC[C@H](C)[C@H]1NC(=O)c2coc(n2)[C@H](C(C)C)NC(=O)[C@H]2N=C(O[C@@H]2C)[C@H](C)NC(=O)c2csc1n2,True,Aerucyclamide C
MassSpecGymID0202862,JFWABYMXSVHLEW,test,False,[M+H]+,<NA>,,533.21,532.202724,C24H32N6O4S2,C24H33N6O4S2,CC[C@H](C)[C@@H]1NC(=O)c2csc(n2)[C@@H]([C@@H](C)CC)NC(=O)c2csc(n2)CNC(=O)[C@H]2N=C1O[C@@H]2C,True,Aerucyclamide B
MassSpecGymID0398016,ZYZCGGRZINLQBL,train,False,[M+H]+,Orbitrap,,995.556,994.548724,C49H74N10O12,C49H75N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,True,MC-LR
MassSpecGymID0398019,VYEBKSHVYPDMQQ,train,False,[M+H]+,Orbitrap,,981.54,980.532724,C48H72N10O12,C48H73N10O12,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)CC(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,True,[D-Asp3]MC-LR
MassSpecGymID0398082,ZDOVFDLIJJGVQM,val,False,[M+H]+,QTOF,,837.46,836.452724,C41H60N10O9,C41H61N10O9,CC(C)C1NC(=O)C(NC(=O)NC(CCCN=C(N)N)C(=O)O)CCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(CCc2ccc(O)cc2)NC1=O,True,Anabaenopeptin B
MassSpecGymID0398083,IXBQSRWSVIBXNC,test,False,[M+H]+,QTOF,,825.448,824.4407239999999,C41H60N8O10,C41H61N8O10,CC=C1C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,True,Nodularin-R
