key,collection,position,smiles,mh,R1_single_position_all_energies,R3_no_isolation_conflict,R2_ms2_all_energies,R4_window_and_ce,R5_mass_range,R6_features,R7_neutral_scaffold_new,scaffold_group,in_step10,in_step8,in_v2_five_rung,VALIDATION,ANCHOR,SECONDARY
BUGYDGFZZOZRHP,NEXUS,_Q2_pos_A3_,CC12CC3CC(C)(C1)CC(N)(C3)C2,180.17467567199998,True,True,True,True,True,True,False,C1C2CC3CC1CC(C2)C3,False,False,True,False,True,False
MJVAVZPDRWSRRC,NEXUS,_Q3_pos_E5_,CC1=CC(=O)c2ccccc2C1=O,173.059705496,False,True,False,False,True,True,False,O=C1C=CC(=O)c2ccccc21,False,True,False,False,False,False
GKNPSSNBBWDAGH,NEXUS,_Q1_pos_D5_,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,341.19799611209,True,True,False,False,True,True,True,O=C(OC1CCC[NH2+]C1)C(c1ccccc1)c1ccccc1,True,True,False,False,False,False
LQYJAVWWKTWWKN,NEXUS,_Q2_pos_A5_,[O-][n+]1cccc(CO)c1,126.054954464,True,True,True,True,True,True,True,c1cc[nH+]cc1,True,True,False,True,False,False
INWLQCZOYSRPNW,NEXUS,_Q2_pos_D4_,Cc1cccc(C)c1NC(=O)C1CCCCN1C,247.18048932399998,True,True,True,True,True,True,True,O=C(Nc1ccccc1)C1CCCCN1,True,True,False,True,False,False
JLICHNCFTLFZJN,NEXUS,_Q1_pos_G4_,CCC1(c2cccc(O)c2)CCCCN(C)C1,234.18524035599998,True,True,True,True,True,True,True,c1ccc(C2CCCCNC2)cc1,True,True,False,True,False,False
NWVVVBRKAWDGAB,NEXUS,_Q4_pos_F4_,COc1ccc(O)cc1,125.059705496,True,True,False,False,True,True,False,c1ccccc1,False,True,False,False,False,False
GLVAUDGFNGKCSF,NEXUS,_Q3_pos_G2_,S=c1nc[nH]c2nc[nH]c12,153.02294312799998,False,True,False,False,True,True,True,S=c1nc[nH]c2nc[nH]c12,True,True,False,False,False,False
QHADVLVFMKEIIP,NEXUS,_Q1_pos_C1_,Cc1ccc(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3-c3cn[nH]c3)c(F)c2)c(=O)n1-c1ccc(F)cc1,553.1794210040001,True,True,True,True,True,True,True,O=C(Nc1ccc(Oc2cc3cn[nH]c3cc2-c2cn[nH]c2)cc1)c1cccn(-c2ccccc2)c1=O,True,True,False,True,False,False
DMJNNHOOLUXYBV,NEXUS,_Q1_pos_E3_,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,384.15876790000004,True,True,False,False,True,True,False,O=C1CC2CC(SC3CCNC3)=CN12,False,False,True,False,False,False
KBOPZPXVLCULAV,NEXUS,_Q2_pos_H2_,Nc1ccc(O)c(C(=O)O)c1,154.049869084,True,True,False,False,True,True,False,c1ccccc1,False,True,False,False,False,False
ZNEWHQLOPFWXOF,NEXUS,_Q2_pos_B2_,O=S(=O)(O)CCS,142.983112052,True,True,False,False,True,True,True,__ACYCLIC__ZNEWHQLOPFWXOF,True,True,False,False,False,False
SLVMESMUVMCQIY,NEXUS,_Q2_pos_D5_,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,387.15593145199995,True,True,True,True,True,True,True,c1ccc2c(c1)Sc1ccccc1N2CCC1CCCCN1,True,True,False,True,False,False
IMSSROKUHAOUJS,NEXUS,_Q2_pos_F3_,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,311.200556072,True,True,False,False,True,True,False,c1ccc2c(c1)CCC1C2CCC2CCCC21,False,True,False,False,False,False
LMOINURANNBYCM,NEXUS,_Q1_pos_C5_,CC(C)NCC(O)c1cc(O)cc(O)c1,212.128119404,True,True,True,True,True,True,False,c1ccccc1,False,False,True,False,True,False
WXFIGDLSSYIKKV,NEXUS,_Q1_pos_E5_,CC(N)C(O)c1cccc(O)c1.O=CCC(O)C(=O)O,168.101904656,False,True,False,False,True,True,False,c1ccccc1,False,False,False,False,False,False
XZWYZXLIPXDOLR,NEXUS,_Q3_pos_G5_,CN(C)C(=N)NC(=N)N,130.10872135199998,False,True,False,False,True,True,False,__ACYCLIC__XZWYZXLIPXDOLR,False,False,True,False,False,False
MHIGBKBJSQVXNH,NEXUS,_Q1_pos_A4_,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,443.144891664,True,True,True,True,True,True,True,C=C1c2ccccc2C(=O)C2=CC3C(=O)C=CCC3CC12,True,True,False,True,False,False
HNJJXZKZRAWDPF,NEXUS,_Q1_pos_H5_,CN(C)CCN(Cc1cccs1)c1ccccn1,262.137244608,True,True,True,True,True,True,True,c1ccc(NCc2cccs2)nc1,True,True,False,True,False,False
FLOSMHQXBMRNHR,NEXUS,_Q2_pos_F4_,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,237.011058116,True,True,True,True,True,True,True,N=c1[nH]ncs1,True,True,False,True,False,False
BPEGJWRSRHCHSN,NEXUS,_Q4_pos_F2_,Cn1nnc2c(C(N)=O)ncn2c1=O,195.06249943199998,True,True,False,False,True,True,True,O=c1[nH]nnc2cncn12,True,True,False,False,False,False
VKYKSIONXSXAKP,NEXUS,_Q3_pos_E4_,C1N2CN3CN1CN(C2)C3,141.11347238399998,False,True,False,False,True,True,True,C1N2CN3CN1CN(C2)C3,True,True,False,False,False,False
PMRYVIKBURPHAH,NEXUS,_Q4_pos_H2_,Cn1cc[nH]c1=S,115.032445192,True,True,False,False,True,True,True,S=c1[nH]cc[nH]1,True,True,False,False,False,False
GNXFOGHNGIVQEH,NEXUS,_Q2_pos_E2_,COc1ccccc1OCC(O)COC(N)=O,242.10229858,True,True,False,False,True,True,False,c1ccccc1,False,True,False,False,False,False
WJAJPNHVVFWKKL,NEXUS,_Q3_pos_B5_,COc1ccc(OC)c(C(O)C(C)N)c1,212.128119404,False,True,False,False,True,True,False,c1ccccc1,False,False,False,False,False,False
QXKHYNVANLEOEG,NEXUS,_Q2_pos_B5_,COc1c2occc2cc2ccc(=O)oc12,217.049534736,True,True,True,True,True,True,False,O=c1ccc2cc3ccoc3cc2o1,False,False,True,False,True,False
LZCOQTDXKCNBEE,NEXUS,_Q4_pos_C3_,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,319.17726066808996,True,True,False,False,True,True,True,O=C(Cc1ccccc1)OC1CC2[NH2+]C(C1)C1OC21,True,True,False,False,False,False
CESYKOGBSMNBPD,NEXUS,_Q2_pos_F4_,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,359.964079192,True,True,True,True,True,True,True,O=S1(=O)NCNc2ccccc21,True,True,False,True,False,False
SIPWMMYQAMLGJU,NEXUS,_Q1_pos_A6_,COC(=O)/C(=C\C(=O)c1ccccc1)Nc1ccc(I)cc1,408.009117308,True,True,True,True,True,True,True,O=C(C=CNc1ccccc1)c1ccccc1,True,True,False,True,False,False
BDPRQDJNPJRLOB,NEXUS,_Q2_pos_C12_,COC(=O)/C=C/c1ccc(OC)c(OC)c1OC,253.107049612,True,True,False,False,True,True,False,c1ccccc1,False,True,False,False,False,False
KLXHCGFNNUQTEY,NEXUS,_Q3_pos_D12_,COC(=O)/C=C/c1cc(OC)c(OC)c(OC)c1,253.107049612,False,True,False,False,True,True,False,c1ccccc1,False,False,False,False,False,False
VMCLCMXWSFKFAX,NEXUS,_Q3_pos_E11_,COC(=O)/C=C/c1cccc(NS(C)(=O)=O)c1,256.063804896,False,True,False,False,True,True,False,c1ccccc1,False,False,False,False,False,False
GNJJGWWCQOQWCZ,NEXUS,_Q1_pos_F10_,COC(=O)/C=C/c1cc(S(=O)(=O)NC2CC2)ccc1OC,312.090019644,True,True,True,True,True,True,True,O=S(=O)(NC1CC1)c1ccccc1,True,True,False,True,False,False
KCWZGJVSDFYRIX,NEXUS,_Q1_pos_B7_,COC(=O)C(N)CCCNC(=N)N[N+](=O)[O-],234.11967995999998,False,True,False,False,True,True,True,__ACYCLIC__KCWZGJVSDFYRIX,True,True,False,False,False,False
NBVRGELKMHKHPP,NEXUS,_Q3_pos_A12_,COC(=O)/C(C#N)=C\c1ccc(OC(C)=O)c(OC)c1,276.086648516,False,False,False,False,True,True,False,c1ccccc1,False,False,False,False,False,False
CTXHTRWRNKBGGX,NEXUS,_Q3_pos_F8_,COC(=O)C1Cc2c([nH]c3ccccc23)C(c2cccc(OC)c2OC)N1,367.165233184,False,True,False,False,True,True,True,c1ccc(C2NCCc3c2[nH]c2ccccc32)cc1,False,False,False,False,False,False
SJSWGNOTMJXTHK,NEXUS,_Q4_pos_H8_,COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc(OC)cc2OC)N1,367.165233184,False,True,False,False,True,True,True,c1ccc(C2NCCc3c2[nH]c2ccccc32)cc1,False,False,False,False,False,False
WCOVQVKDQGYLAU,NEXUS,_Q4_pos_B7_,COC(=O)c1cn(C(=O)c2ccc3c(c2)OCO3)c2ccccc12,324.086648516,True,True,True,True,True,True,True,O=C(c1ccc2c(c1)OCO2)n1ccc2ccccc21,True,True,False,True,False,False
QIPMTOONDXOZBJ,NEXUS,_Q2_pos_H11_,COC(=O)c1c(C)n(Cc2ccc3c(c2)OCO3)c2ccc(O)cc12,340.11794864399997,True,True,True,True,True,True,True,c1ccc2c(c1)ccn2Cc1ccc2c(c1)OCO2,True,True,False,True,False,False
AAMRZVJDVFHDSC,NEXUS,_Q1_pos_B7_,COCCN1C(=O)/C(=C\c2cc(OC)c(OC)c(OC)c2)C(C(=O)OC)=C1C,392.17037813999997,True,True,True,True,True,True,True,O=C1NC=CC1=Cc1ccccc1,True,True,False,True,False,False
HEJJVRDMWRVRCQ,NEXUS,_Q2_pos_D8_,COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccccc2OC)N1,337.1546685,True,True,True,True,True,True,True,c1ccc(C2NCCc3c2[nH]c2ccccc32)cc1,True,True,False,True,False,False
JIQYBJXVKDJNDY,NEXUS,_Q1_pos_C9_,COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccc(F)cc2)N1,325.13468200400007,True,True,True,True,True,True,True,c1ccc(C2NCCc3c2[nH]c2ccccc32)cc1,True,True,False,True,False,False
XXCPTCZYFSRIGU,NEXUS,_Q1_pos_D12_,C=C(C)C1CCC2(C(=O)OC)CCC3(C)C(CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C)C12,469.36762139599995,True,True,False,False,True,True,True,O=C1CCC2C(CCC3C2CCC2C4CCCC4CCC23)C1,True,True,False,False,False,False
QZGCHMZBGHVZFB,NEXUS,_Q1_pos_C9_,COC(=O)C1Cc2c([nH]c3ccccc23)CN1,231.11280368799999,True,True,True,True,True,True,True,c1ccc2c3c([nH]c2c1)CNCC3,True,True,False,True,False,False
LHVOTBCQBLBMAB,NEXUS,_Q2_pos_F12_,COC(=O)C1(C)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(=O)C(C)(C)C5CCC43C)C2C1,483.3468859519999,True,True,True,True,True,True,True,O=C1CCC2C(CCC3C4CCC5CCCCC5C4=CC(=O)C23)C1,True,True,False,True,False,False
GTHXFJCXRJXGSN,NEXUS,_Q4_pos_C6_,COC(=O)C1=CN(Cc2ccc(Cl)cc2)C=C(C(=O)OC)C1c1cc(OC)c(OC)c(OC)c1,488.1470558519999,True,True,False,False,True,True,True,C1=CN(Cc2ccccc2)C=CC1c1ccccc1,True,True,False,False,False,False
FWLARKPWDNSLGG,NEXUS,_Q2_pos_D6_,COC(=O)C1=CN(Cc2ccc(F)cc2)C=C(C(=O)OC)C1c1cc(OC)c(OC)c(OC)c1,472.1766063919999,True,True,False,False,True,True,True,C1=CN(Cc2ccccc2)C=CC1c1ccccc1,True,True,False,False,False,False
OJWBZEZPYKUQKR,NEXUS,_Q2_pos_A11_,COC(=O)c1c(C)n(CCOc2ccc(F)cc2)c2ccc(O)cc12,344.12926227599996,True,True,False,False,True,True,True,c1ccc(OCCn2ccc3ccccc32)cc1,True,True,False,False,False,False
IBSXCRQLMJKTBF,NEXUS,_P5_pos_D3_,COC(=O)C1=C(C(=O)OC)SC2(S1)C(C(=O)OC)=C(C(=O)OC)SC1=C2c2cc(C)c(C)cc2N(C(=O)c2ccc3c(c2)OCO3)C1(C)C,726.1131998120001,True,True,True,True,True,True,True,O=C(c1ccc2c(c1)OCO2)N1CC2=C(c3ccccc31)C1(C=CS2)SC=CS1,True,True,False,True,False,False
GWYVXPNMQFBXRS,NEXUS,_Q4_pos_B10_,COC(=O)C1CC23CCCN4CCC5(c6ccccc6N(C(C)=O)C15CC2)C43,381.21726875599995,True,True,True,True,True,True,True,c1ccc2c(c1)NC13CCC4(CCCN5CCC21C54)CC3,True,True,False,True,False,False
LETLXEQFYFDEOJ,NEXUS,_Q1_pos_H10_,CC[N+]12CCCC34CCC5(C(C(=O)OC)C3)N(C(C)=O)c3ccccc3C5(CC1)C42,410.25584533609,True,True,False,False,True,True,True,c1ccc2c(c1)NC13CCC4(CCC[NH+]5CCC21C54)CC3,True,True,False,False,False,False
AVRZAJRDJDMMDG,NEXUS,_Q1_pos_A11_,COC(=O)C1CC23CCC[N+]4(C)CCC5(c6ccccc6N(C(C)=O)C15CC2)C34,396.24019527209,True,True,False,False,True,True,True,c1ccc2c(c1)NC13CCC4(CCC[NH+]5CCC21C54)CC3,True,True,False,False,False,False
NKSQQJAYNSNXJQ,NEXUS,_Q4_pos_E12_,C=C(C)C1CCC2(C(=O)OC)CCC3(C)C(CCC4C5(C)C/C(=C\c6ccc(Br)cc6)C(=O)C(C)(C)C5CCC43C)C12,635.3094335919999,True,True,False,False,True,True,True,O=C1CC2CCC3C(CCC4C5CCCC5CCC43)C2CC1=Cc1ccccc1,True,True,False,False,False,False
RMIVRCBSQPCSCQ,NEXUS,_Q2_pos_C12_,COC(=O)C1(C)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,485.3625360159999,True,True,True,True,True,True,True,O=C1C=C2C3CCCCC3CCC2C2CCC3CCCCC3C12,True,True,False,True,False,False
APODVSVTRILENH,NEXUS,_Q2_pos_F12_,COC(=O)C1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,471.38327145999995,True,True,False,False,True,True,True,C1=C2C3CCCCC3CCC2C2CCC3CCCCC3C2C1,True,True,False,False,False,False
MTSBOWIATLFZGS,NEXUS,_Q2_pos_D7_,CCN1C=C(C(=O)OC)C(c2cc(OC)c(OC)c(OC)c2)C(C(=O)OC)=C1,392.17037813999997,True,True,False,False,True,True,True,C1=CC(c2ccccc2)C=CN1,True,True,False,False,False,False
WZHYQHKXXRMALW,NEXUS,_Q1_pos_G9_,COC(=O)C1Cc2c([nH]c3ccccc23)C(C)N1,245.12845375199998,True,True,True,True,True,True,True,c1ccc2c3c([nH]c2c1)CNCC3,True,True,False,True,False,False
LIAUJQLOCLVMMH,NEXUS,_Q3_pos_B7_,COC(=O)c1cc2c([nH]c3ccccc32)c(C)n1,241.097153624,False,True,False,False,True,True,True,c1ccc2c(c1)[nH]c1cnccc12,False,False,False,False,False,False
MIGJIOFAMLVMLQ,NEXUS,_Q3_pos_F7_,COC(=O)CN1C(=O)C2(C(C#N)=C(N)Oc3c2c(=O)oc2ccccc32)c2ccccc21,430.1033612,False,True,False,False,True,True,True,O=C1Nc2ccccc2C12C=COc1c2c(=O)oc2ccccc12,False,False,False,False,False,False
IDYQRTRHYWQKKY,NEXUS,_P5_pos_D5_,CCCc1cc(=O)oc2cc(OC(C(=O)OC)c3ccccc3)ccc12,353.13834974,False,True,False,False,True,True,True,O=c1ccc2ccc(OCc3ccccc3)cc2o1,False,False,False,False,False,False
NTMICWQLRPIVKJ,NEXUS,_Q4_pos_C12_,COC(=O)Cn1cnc2c1c(=O)[nH]c(=O)n2C,239.0774808,True,True,True,True,True,True,False,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,False,True,False,False,False,True
AEGHZJXZHSSEMV,NEXUS,_P5_pos_H4_,COC(=O)COc1cc(C)c2c(c1)OC1(CC2c2ccccc2)CC(C)(C)NC(=O)N1,425.207097996,True,True,True,True,True,True,True,O=C1NCCC2(CC(c3ccccc3)c3ccccc3O2)N1,True,True,False,True,False,False
HMIYYBDQYHLTOD,NEXUS,_Q2_pos_D12_,COC(=O)c1cc(OC)c(OC)cc1NC(=O)c1c[nH]c2ccccc12,355.128847676,True,False,True,True,True,True,True,O=C(Nc1ccccc1)c1c[nH]c2ccccc12,True,True,False,False,False,False
AQDIJIAUYXOCGX,NEXUS,_P5_pos_A3_,COC(=O)c1c(O)cc(O)cc1O,185.044449356,True,True,False,False,True,True,False,c1ccccc1,False,True,False,False,False,False
WHJBDEUJUMNSJS,NEXUS,_Q2_pos_A8_,COC(=O)C(CCCCNC(=O)c1ccc([N+](=O)[O-])cc1)NC(=O)c1ccc([N+](=O)[O-])cc1,459.15103966399994,False,True,False,False,True,True,True,O=C(NCCCCCNC(=O)c1ccccc1)c1ccccc1,False,False,False,False,False,False
NJNFJGGLRAIOEN,NEXUS,_Q2_pos_C6_,COC(=O)CNC(=O)c1ccc(Cl)cc1Cl,262.003224508,True,True,False,False,True,True,False,c1ccccc1,False,True,False,False,False,False
ACQNDKXMOBGYKN,NEXUS,_Q3_pos_G12_,COC(=O)c1ccc2c(c1)C(=O)/C(=C/c1ccc(OC)cc1OC)O2,341.10196423199994,False,True,False,False,True,True,True,O=C1C(=Cc2ccccc2)Oc2ccccc21,False,False,False,False,False,False
AYAQJPNOVZPGJO,NEXUS,_Q3_pos_A6_,COC(=O)CNC(=O)c1ccc([N+](=O)[O-])cc1Cl,273.02727506800005,False,True,False,False,True,True,False,c1ccccc1,False,False,False,False,False,False
GXJPXWMIOFURQB,NEXUS,_Q2_pos_F6_,COC(=O)CNC(=O)c1ccc(Cl)c(Cl)c1,262.003224508,False,True,False,False,True,True,False,c1ccccc1,False,False,False,False,False,False
USGMNLZFSTUZPH,NEXUS,_Q4_pos_A12_,CCOc1ccc(/C=C2/Oc3ccc(C(=O)OC)cc3C2=O)cc1OCC,369.13326435999994,True,True,False,False,True,True,True,O=C1C(=Cc2ccccc2)Oc2ccccc21,True,True,False,False,False,False
FJKYJWSUSRUZHG,NEXUS,_Q2_pos_B11_,COC(=O)CNC(=O)c1ccc(OC)c(OC)c1,254.10229858,True,True,False,False,True,True,False,c1ccccc1,False,True,False,False,False,False
DQTCDUUSFLMZQJ,NEXUS,_Q3_pos_C7_,COC(=O)CNC(=O)c1cccc(Cl)c1,228.04219686,False,True,False,False,True,True,False,c1ccccc1,False,False,False,False,False,False
SFHGIKBNUCLDBR,NEXUS,_Q1_pos_G12_,CCOc1cc(/C=C2\Oc3ccc(C(=O)OC)cc3C2=O)ccc1O,341.10196423199994,True,True,False,False,True,True,True,O=C1C(=Cc2ccccc2)Oc2ccccc21,True,True,False,False,False,False
QIJIXAJOACZAFM,NEXUS,_Q4_pos_E12_,CCCOc1ccc(/C=C2\Oc3ccc(C(=O)OC)cc3C2=O)cc1OCC,383.14891442399994,True,False,False,False,True,True,True,O=C1C(=Cc2ccccc2)Oc2ccccc21,True,True,False,False,False,False
OWYIHNQLFJKFDI,NEXUS,_Q3_pos_C12_,C=CCOc1ccc(/C=C2/Oc3ccc(C(=O)OC)cc3C2=O)cc1OC,367.11761429599994,True,True,False,False,True,True,True,O=C1C(=Cc2ccccc2)Oc2ccccc21,True,True,False,False,False,False
BJTUNGVYWCBMKA,NEXUS,_Q4_pos_E6_,COC(=O)CNC(=O)c1cccc(OC)c1,224.091733896,True,True,False,False,True,True,False,c1ccccc1,False,True,False,False,False,False
JOSFHLUTLFZGFZ,NEXUS,_Q2_pos_F6_,COC(=O)c1ccccc1NC(=O)c1cccc(OC)c1,286.10738396,False,False,False,False,True,True,False,O=C(Nc1ccccc1)c1ccccc1,False,False,False,False,False,False
SUWASMQOYUCUJT,NEXUS,_Q1_pos_D12_,CCCCOc1ccc(/C=C2\Oc3ccc(C(=O)OC)cc3C2=O)cc1OCC,397.16456448799994,True,True,True,True,True,True,True,O=C1C(=Cc2ccccc2)Oc2ccccc21,True,True,False,True,False,False
BETRPSLREOEBMM,NEXUS,_Q3_pos_G12_,CCCCOc1ccc(/C=C2/Oc3ccc(C(=O)OC)cc3C2=O)cc1OC,383.14891442399994,False,True,False,False,True,True,True,O=C1C(=Cc2ccccc2)Oc2ccccc21,False,False,False,False,False,False
XNJVTNSOVUSNRD,NEXUS,_Q1_pos_F6_,COC(=O)CNC(=O)c1ccc(Cl)c([N+](=O)[O-])c1,273.02727506800005,True,True,False,False,True,True,False,c1ccccc1,False,True,False,False,False,False
DMKJJRYYEGTEFE,NEXUS,_Q1_pos_H7_,COC(=O)CNC(=O)c1ccc(Cl)cc1,228.04219686,True,True,False,False,True,True,False,c1ccccc1,False,True,False,False,False,False
FRGQUTFBRMOBND,NEXUS,_Q2_pos_B12_,COC(=O)c1ccc2c(c1)C(=O)/C(=C/c1ccc(O)c(OC)c1)O2,327.08631416799994,True,True,False,False,True,True,True,O=C1C(=Cc2ccccc2)Oc2ccccc21,True,True,False,False,False,False
PTQFQYKDIQOOMX,NEXUS,_Q1_pos_D12_,COC(=O)c1ccc2c(c1)C(=O)/C(=C/c1ccc(O)cc1)O2,297.07574948399997,True,True,False,False,True,True,True,O=C1C(=Cc2ccccc2)Oc2ccccc21,True,True,False,False,False,False
ZCBCTXMTRVPDRE,NEXUS,_Q1_pos_G12_,COC(=O)c1ccc2c(c1)C(=O)/C(=C\c1ccc(OC)cc1)O2,311.09139954799997,True,True,False,False,True,True,True,O=C1C(=Cc2ccccc2)Oc2ccccc21,True,True,False,False,False,False
IKYNGNXORONYOJ,NEXUS,_Q1_pos_G10_,COC(=O)c1ccccc1SCc1c(OC)c(OC)c(OC)c2c1C(=O)OC2,405.10024997999994,False,True,False,False,True,True,True,O=C1OCc2cccc(CSc3ccccc3)c21,False,False,False,False,False,False
LWUWUBBAEPLFDF,NEXUS,_Q2_pos_D7_,COC(=O)c1cc(OC)c(OC)c(OC)c1NS(=O)(=O)c1ccc2oc3ccccc3c2c1,472.106063632,True,True,False,False,True,True,True,O=S(=O)(Nc1ccccc1)c1ccc2oc3ccccc3c2c1,True,True,False,False,False,False
IQSVGTXQYJXXFY,NEXUS,_Q4_pos_D10_,COC(=O)c1ccccc1NC(=O)CSc1nc2c(=O)[nH]cnc2n1-c1ccccc1,436.10740102400007,True,False,True,True,True,True,True,O=C(CSc1nc2c(=O)[nH]cnc2n1-c1ccccc1)Nc1ccccc1,True,True,False,False,False,False
ILCNEOMCPLRRAF,NEXUS,_Q2_pos_A9_,COC(=O)c1ccccc1NC(=O)CSc1nc2c(=O)[nH]cnc2n1C,374.09175096000007,False,True,False,False,True,True,True,O=C(CSc1nc2c(=O)[nH]cnc2[nH]1)Nc1ccccc1,False,False,False,False,False,False
ACNCWTVOJNBNEN,NEXUS,_Q4_pos_E11_,CCc1ccc(Oc2coc3cc(OCC(=O)OC)ccc3c2=O)cc1,355.117614296,False,True,False,False,True,True,True,O=c1c(Oc2ccccc2)coc2ccccc12,False,False,False,False,False,False
SMEJGHYJWUJMOH,NEXUS,_Q3_pos_H8_,COC(=O)CN1Cc2[nH]c3ccccc3c2CC1C(=O)OC,303.133933056,False,True,False,False,True,True,True,c1ccc2c3c([nH]c2c1)CNCC3,False,False,False,False,False,False
ADQWZZPCGOXVIC,NEXUS,_Q1_pos_F11_,C/C=C/c1ccc(OCC(=O)OC)c(OC)c1,237.112134992,True,True,False,False,True,True,False,c1ccccc1,False,True,False,False,False,False
FQTGLAHXUFXARQ,NEXUS,_Q4_pos_E12_,COC(=O)c1ccc2c(c1)C(=O)/C(=C/c1ccc(OCC(C)C)c(OC)c1)O2,383.14891442399994,True,False,False,False,True,True,True,O=C1C(=Cc2ccccc2)Oc2ccccc21,True,True,False,False,False,False
SUSDWZDEMREDRH,NEXUS,_Q2_pos_B12_,COC(=O)c1ccc2c(c1)C(=O)/C(=C\c1ccc(OCCC(C)C)c(OC)c1)O2,397.16456448799994,True,True,False,False,True,True,True,O=C1C(=Cc2ccccc2)Oc2ccccc21,True,True,False,False,False,False
TUGFYHINOTVYSA,NEXUS,_Q2_pos_F5_,COC(=O)CNC(=O)c1ccc(NC(C)=O)cc1,251.102632928,True,True,False,False,True,True,False,c1ccccc1,False,True,False,False,False,False
PZHUMPLOKKLFRH,NEXUS,_Q3_pos_A7_,COC(=O)CNC(=O)CN(c1ccc(OC)cc1OC)S(=O)(=O)c1ccccc1,423.12204804399994,False,False,False,False,True,True,True,O=S(=O)(Nc1ccccc1)c1ccccc1,False,False,False,False,False,False
UQDUTJMYOZHYDZ,NEXUS,_Q4_pos_F9_,COC(=O)COc1ccc2c(c1)O/C(=C\c1ccc(OC)cc1)C2=O,341.10196423199994,True,True,False,False,True,True,True,O=C1C(=Cc2ccccc2)Oc2ccccc21,True,True,False,False,False,False
HBAJJGLXFFHEFI,NEXUS,_Q2_pos_E9_,CCOc1ccccc1C1C2CCCCC2(O)CCN1CC(=O)Nc1sc2c(c1C(=O)OC)CCCC2,527.2574193160001,True,False,True,True,True,True,True,O=C(CN1CCC2CCCCC2C1c1ccccc1)Nc1cc2c(s1)CCCC2,True,True,False,False,False,False
GTSHSTJFTSYFBU,NEXUS,_Q4_pos_A9_,COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CN1CCC2(O)CCCCC2C1c1ccc(O)c(OC)c1,536.2755119039999,True,True,True,True,True,True,True,O=C(CN1CCC2CCCCC2C1c1ccccc1)NCCc1c[nH]c2ccccc12,True,True,False,True,False,False
ZXNGDFHZTPSPQZ,NEXUS,_Q4_pos_H9_,COC(=O)c1c(NC(=O)CN2CCC3(O)CCCCC3C2c2ccc(O)c(OC)c2)sc2c1CCCC2,529.236683872,True,True,True,True,True,True,True,O=C(CN1CCC2CCCCC2C1c1ccccc1)Nc1cc2c(s1)CCCC2,True,True,False,True,False,False
RHERRZJDVNWUSM,NEXUS,_Q1_pos_C9_,COC(=O)c1c(NC(=O)CN2CCC3(O)CCCCC3C2c2ccc(OC)cc2)sc2c1CCCC2,513.241769252,True,True,False,False,True,True,True,O=C(CN1CCC2CCCCC2C1c1ccccc1)Nc1cc2c(s1)CCCC2,True,True,False,False,False,False
BYODDSCRDVIWDV,NEXUS,_Q2_pos_D10_,COC(=O)c1ccccc1NC(=O)CSc1nc2c(=O)[nH]cnc2n1-c1ccc(C)cc1,450.12305108800007,True,True,True,True,True,True,True,O=C(CSc1nc2c(=O)[nH]cnc2n1-c1ccccc1)Nc1ccccc1,True,True,False,True,False,False
OXLQHEGEAQYFBW,NEXUS,_Q3_pos_D10_,COC(=O)COc1ccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1OC,406.14964269599994,True,True,True,True,True,True,False,O=C(Nc1ccccc1)c1ccccc1,False,True,False,False,False,True
LTODOZJCUANUAA,NEXUS,_Q3_pos_A10_,COC(=O)COc1ccc(OC)c(NC(=O)c2cc(=O)n(C)c(=O)n2C)c1,378.129575948,False,False,False,False,True,True,True,O=C(Nc1ccccc1)c1cc(=O)[nH]c(=O)[nH]1,False,False,False,False,False,False
BHFLUDRTVIDDOR,NEXUS,_Q4_pos_G10_,COC(=O)C(N)c1ccccc1,166.086254592,True,True,True,True,True,True,False,c1ccccc1,False,True,False,False,False,True
