connectivity_key,smiles,adduct,scaffold_group,in_lcsb_dev,in_lcsb_sealed,side,n_source_rows,source_libraries
FULAPETWGIGNMT,CC1(C)OC(=O)C(OCC2CC2)=C1C1=CC=C(C=C1)S(C)(=O)=O,[M+H]+,O=C1OCC(c2ccccc2)=C1OCC1CC1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
FVQITOLOYMWVFU,OC1=C(C2CC(CC3=CC=CC=C23)C2=CC=C(C=C2)C2=CC=CC=C2)C(=O)OC2=CC=CC=C12,[M+H]+,O=c1oc2ccccc2cc1C1CC(c2ccc(-c3ccccc3)cc2)Cc2ccccc21,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
FYZBOYWSHKHDMT,CCOC(=O)CCN(SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2)C(C)C,[M+H]+,c1ccc2c(c1)CCO2,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
FZRBKIRIBLNOAM,CC(C)CCCC(C)C\C=C\C(\C)=C\C(=O)OCC#C,[M+H]+,__ACYCLIC__FZRBKIRIBLNOAM,False,False,WUR-DEV,12,WFSR_food_safety;WUR
FZXISNSWEXTPMF,CCNC1=NC(NC(C)(C)C)=NC(Cl)=N1,[M+H]+,c1ncncn1,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
GBAWQJNHVWMTLU,COP(=O)(OC)OC1=C(Cl)C2C=CCC12,[M+H]+,C1=CC2C=CC2C1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
GBOYJIHYACSLGN,FC(F)(F)C1=CN=C(CNC(=O)C2=C(Cl)C=CC=C2Cl)C(Cl)=C1,[M+H]+,O=C(NCc1ccccn1)c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
GCKMFJBGXUYNAG,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[M+H]+,O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
GDDNFNQRHNCJAZ,C[C@]1(O)C(=O)OCC2=CC[N+]3([O-])CC[C@H](OC(=O)C(=C)C(C)[C@H]1C)[C@H]23,[M+H]+,C=C1CCCC(=O)OCC2=CC[NH+]3CC[C@H](OC1=O)[C@H]23,False,False,WUR-DEV,12,WFSR_food_safety;WUR
GDSCFOSHSOWNDL,CN1N=C(C)C2=C1N(C)C(=O)CN=C2C1=CC=CC=C1F,[M+H]+,O=C1CN=C(c2ccccc2)c2cn[nH]c2N1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
GECHUMIMRBOMGK,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,[M+H]+,O=S(=O)(Nc1ccccn1)c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
GENAHGKEFJLNJB,CN1C[C@H](C=C2[C@H]1CC1=CNC3=CC=CC2=C13)C(N)=O,[M+H]+,C1=C2c3cccc4[nH]cc(c34)C[C@H]2NCC1,False,False,WUR-SEALED,24,WFSR_food_safety;WUR
GEPDYQSQVLXLEU,COC(=O)C=C(C)OP(=O)(OC)OC,[M+H]+,__ACYCLIC__GEPDYQSQVLXLEU,False,False,WUR-DEV,12,WFSR_food_safety;WUR
GGKQIOFASHYUJZ,CCCCCCCCC1=C(N)N2N=CN=C2N=C1CC,[M+H]+,c1cnc2ncnn2c1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
GGRWZBVSUZZMKS,[O-][N+]1=C(C2=CC=CC=C2)C2=C(NC(=O)C1)C=CC(Cl)=C2,[M+H]+,O=C1C[NH+]=C(c2ccccc2)c2ccccc2N1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
GGWHBJGBERXSLL,CCCC(=NOCC)C1=C(O)CC(CC1=O)C1CCCSC1,[M+H]+,O=C1C=CCC(C2CCCSC2)C1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
GHXSYXQURAMQQE,C[C@]1(O)C(=O)OCC2=CC[N+]3([O-])CC[C@@H](OC(=O)[C@H](C(C)C)[C@@]1(C)O)[C@@H]23,[M+H]+,O=C1CCCC(=O)O[C@@H]2CC[NH+]3CC=C(CO1)[C@H]23,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
GIIZNNXWQWCKIB,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1,[M+H]+,c1ccc(CCCCOCCCCCCNCCc2ccccc2)cc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
GIQXQZKTWHFVAB,C[C@]1(O)C(=O)OCC2=CC[N+]3([O-])CC[C@H](OC(=O)[C@](O)(C[C@H]1C)C(O)C)[C@H]23,[M+H]+,O=C1CCCCC(=O)O[C@H]2CC[NH+]3CC=C(CO1)[C@@H]23,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
GJSURZIOUXUGAL,ClC1=CC=CC(Cl)=C1NC1=NCCN1,[M+H]+,c1ccc(NC2=NCCN2)cc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
GLBLPMUBLHYFCW,COC1=NC2=NC(NS(=O)(=O)C3=C(OC)N=CC=C3C(F)(F)F)=NN2C(OC)=C1,[M+H]+,O=S(=O)(Nc1nc2ncccn2n1)c1cccnc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
GLTMLPGXPMAIOI,OC1=CC=C(NC(=O)C2=C(Cl)N=CC=C2)C(=C1)C1=CC=C(Cl)C=C1,[M+H]+,O=C(Nc1ccccc1-c1ccccc1)c1cccnc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
GNTVZNNILZKEIB,CCOP(=O)(OCC)OC1=CC=C(C=C1)S(C)=O,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
GOENIMGKWNZVDA,[H][C@@]12C[C@H](C[C@@]1([H])[C@]1([H])C=C3C(=O)[C@H](C)[C@H](CCC[C@H](CC)OC(=O)C[C@@]3([H])[C@]1([H])CC2)O[C@@]1([H])CC[C@@H]([C@@H](C)O1)N(C)C)O[C@]1([H])O[C@@H](C)[C@H](OC)[C@@H](OCC)[C@H]1OC,[M+H]+,O=C1C[C@@H]2C(=C[C@H]3[C@@H]4C[C@H](O[C@H]5CCCCO5)C[C@H]4CC[C@H]32)C(=O)C[C@@H](O[C@H]2CCCCO2)CCCCO1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
GOFJDXZZHFNFLV,CC(C)CC(C)C1=CC=CC=C1NC(=O)C1=C(F)N(C)N=C1C,[M+H]+,O=C(Nc1ccccc1)c1cn[nH]c1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
GONRXGWUUBPRKF,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(O)C1=CC=C(F)C=C1,[M+H]+,c1ccc(Cc2ccc3nc[nH]c3c2)cc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
GPMHHSJZGVOEFS,NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1,[M+H]+,O=C(c1ccccc1)c1ccc2nc[nH]c2c1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
GQJSFWYQKNQCIK,[H][C@@]12CC[C@H](OC(=O)OCC3CCCCC3)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],[M+H]+,O=C1C=C2CC[C@@H]3C(=C2CC1)C=CC1[C@@H](OC(=O)OCC2CCCCC2)CC[C@H]13,False,False,WUR-DEV,12,WFSR_food_safety;WUR
GRTOGORTSDXSFK,[H][C@]12CN3CCC4=C(NC5=CC=CC=C45)[C@]3([H])C[C@]1([H])C(=CO[C@H]2C)C(=O)OC,[M+H]+,C1=C[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CO1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
GSLOLTKGVZFNKZ,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@H]2OS(O)(=O)=O,[M+H]+,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21,False,False,WUR-DEV,12,WFSR_food_safety;WUR
GTKRZJVAXAQBMB,CNC1=NC(OC(=O)N(C)C)=C(C)C(C)=N1,[M+H]+,c1cncnc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
GTZCKTIZOGTWQO,COP(=O)(OC)OC1=CC(C)=C(C=C1)S(C)=O,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
GVGYEFKIHJTNQZ,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C1=CC=CC=C1)C(O)=O,[M+H]+,O=C(O[C@@H]1C[C@H]2CC[C@@H](C1)N2)c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
GYSCAQFHASJXRS,[H][C@@]1(OC(=O)[C@H](CC2=CC=CC=C2)N(C)C(=O)[C@H](OC(=O)[C@]([H])(CC2=CC=CC=C2)N(C)C(=O)[C@H](OC(=O)[C@H](CC2=CC=CC=C2)N(C)C1=O)C(C)C)C(C)C)C(C)C,[M+NH4]+,O=C1COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)N1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
GYSSRZJIHXQEHQ,CC1=C(SCCO1)C(=O)NC1=CC=CC=C1,[M+H]+,O=C(Nc1ccccc1)C1=COCCS1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
GZVHEAJQGPRDLQ,NC1=NC(=NC(N)=N1)C1=CC=CC=C1,[M+H]+,c1ccc(-c2ncncn2)cc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
HAORKNGNJCEJBX,CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1,[M+H]+,c1ccc(Nc2nccc(C3CC3)n2)cc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
HBPDKDSFLXWOAE,CNC(=O)N(C)C1=NN=C(S1)C(C)(C)C,[M+H]+,c1nncs1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
HCRWJJJUKUVORR,CNC1=NC(SC)=NC(NC(C)C)=N1,[M+H]+,c1ncncn1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
HDDSHPAODJUKPD,COC(=O)NC1=NC2=CC(SC3=CC=CC=C3)=CC=C2N1,[M+H]+,c1ccc(Sc2ccc3[nH]cnc3c2)cc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
HDHLIWCXDDZUFH,CSC1=NC(NC(C)(C)C)=NC(NC2CC2)=N1,[M+H]+,c1ncnc(NC2CC2)n1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
HDKWFBCPLKNOCK,CC1=C(SC(=C1)C1=NO[C@@](C1)(C1=CC(Cl)=C(Cl)C(Cl)=C1)C(F)(F)F)C(=O)NCC(=O)NCC(F)(F)F,[M+H]+,c1ccc(C2CC(c3cccs3)=NO2)cc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
HDOVUKNUBWVHOX,CC(C)[C@H](N)C(=O)OCCOCN1C=NC2=C1NC(N)=NC2=O,[M+H]+,O=c1nc[nH]c2[nH]cnc12,False,False,WUR-DEV,12,WFSR_food_safety;WUR
HDVAWXXJVMJBAR,OC[C@@H]1CCCN2CCCC[C@H]12,[M+H]+,C1CCN2CCCCC2C1,False,False,WUR-DEV,24,WFSR_food_safety;WUR
HEFIYUQVAZFDEE,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](NC(=O)[C@@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,[M+H]+,O=C(NC1OC2[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O)[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2NC1,False,False,WUR-SEALED,24,WFSR_food_safety;WUR
HEZNVIYQEUHLNI,CCSCC1=C(OC(=O)NC)C=CC=C1,[M+H]+,c1ccccc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
HFBWPRKWDIRYNX,CCNC1=NC(Cl)=NC(=N1)N(CC)CC,[M+H]+,c1ncncn1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
HFHZKZSRXITVMK,CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1,[M+H]+,O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
HFLHHQWDPZNOPI,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3C=C[C@@]21[H],[M+H]+,O=C1C=C2C=C[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
HFVMLYAGWXSTQI,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC=C2,[M+H]+,O=C1CCC2[C@@H](CC[C@H]3[C@@H]4CC=CC4CC[C@H]23)C1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
HGSFRISGULOJBX,[H][C@@]12CC[C@H](OC(=O)CCCCCC)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],[M+H]+,O=C1C=C2CC[C@@H]3C(=C2CC1)C=CC1CCC[C@H]13,False,False,WUR-DEV,12,WFSR_food_safety;WUR
HHJLLPFQZCUZAJ,[H][C@]12C=C(CC[C@@]11C[C@H](C)[C@@H](C)CN=C1CCCC(=C)C[C@@H]1CC[C@@](C)(O)[C@]3(CC[C@@]4(CCC[C@H](C[C@@]56C[C@@H](C)[C@@H](O)[C@@H](O5)[C@H]2O6)O4)O3)O1)C=C,[M+H]+,C=C1CCCC2=NCCCC[C@@]23CCC=C[C@@H]3[C@@H]2O[C@@]3(CCC[C@H]2O3)C[C@H]2CCC[C@@]3(CC[C@]4(CCC[C@@H](C1)O4)O3)O2,False,False,WUR-DEV,12,WFSR_food_safety;WUR
HHUQPWODPBDTLI,OC(CN1C=NC=N1)(CC1=C(Cl)C=CC=C1)C1(Cl)CC1,[M+H]+,c1ccc(CC(Cn2cncn2)C2CC2)cc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
HIIRDDUVRXCDBN,CNC(=O)C(=N\OC)\C1=CC=CC=C1OC1=CC=CC=C1,[M+H]+,c1ccc(Oc2ccccc2)cc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
HILAYQUKKYWPJW,CCCCCCCCCCCCNC(N)=N,[M+H]+,__ACYCLIC__HILAYQUKKYWPJW,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
HJJPJSXJAXAIPN,COC(=O)C1=CCCN(C)C1,[M+H]+,C1=CCNCC1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
HJJVPARKXDDIQD,ClC1=CC(Cl)=C(C=C1)C1(CN2C=NC=N2)CC(Br)CO1,[M+H]+,c1ccc(C2(Cn3cncn3)CCCO2)cc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
HJUFTIJOISQSKQ,CCOC(=O)NCCOC1=CC=C(OC2=CC=CC=C2)C=C1,[M+H]+,c1ccc(Oc2ccccc2)cc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
HKODIGSRFALUTA,C[C@]1(O)C(=O)OCC2=CCN3CC[C@@H](OC(=O)\C(C[C@H]1C)=C/C)[C@H]32,[M+H]+,C=C1CCCC(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,False,False,WUR-DEV,12,WFSR_food_safety;WUR
HLFSDGLLUJUHTE,C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1,[M+H]+,c1ccc([C@H]2CN3CCSC3=N2)cc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
HOKKPVIRMVDYPB,ClC1=CC=C(CN2CCS\C2=N/C#N)C=N1,[M+H]+,N=C1SCCN1Cc1cccnc1,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
HPDHKHMHQGCNPE,CN1CC[C@@H]2OC(=O)\C(=C/C)C[C@@H](C)[C@@](C)(O)C(=O)OCC(=CC1)C2=O,[M+H]+,C=C1CCCC(=O)OCC2=CCNCC[C@H](OC1=O)C2=O,False,False,WUR-DEV,12,WFSR_food_safety;WUR
HPNSFSBZBAHARI,COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C\C=C(/C)CCC(O)=O,[M+H]+,O=C1OCc2ccccc21,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
HPQGJNTUXNUIDL,CO[C@H]1CC[C@]2(CC1)NC(=O)C(C2O)C1=CC(C)=CC=C1C,[M+H]+,O=C1NC2(CCCCC2)CC1c1ccccc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
HQSKZPOVBDNEGN,[H][C@@]12CN3CCCC[C@@]3([H])[C@]([H])(CN3C=CC(=O)C[C@]13[H])C2,[M+H]+,O=C1C=CN2C[C@@H]3C[C@H](CN4CCCC[C@@H]34)[C@H]2C1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
HQUQLFOMPYWACS,ClCCOP(=O)(OCCCl)OCCCl,[M+H]+,__ACYCLIC__HQUQLFOMPYWACS,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
HRKAMJBPFPHCSD,CC(C)COP(=O)(OCC(C)C)OCC(C)C,[M+H]+,__ACYCLIC__HRKAMJBPFPHCSD,False,False,WUR-DEV,12,ETE;WUR
HRSGCYGUWHGOPY,CC(C)(O)C(O)(C(=O)OCC1=CCN2CC[C@@H](OC(=O)\C(C)=C/C)[C@H]21)[C@H](C)O,[M+H]+,C1=C[C@@H]2CCCN2C1,False,False,WUR-SEALED,24,WFSR_food_safety;WUR
HSMVPDGQOIQYSR,CCCOC\C(=N/C1=C(C=C(Cl)C=C1)C(F)(F)F)N1C=CN=C1,[M+H]+,C(=Nc1ccccc1)n1ccnc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
HTJGLYIJVSDQAE,CCCC(=O)O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O,[M+H]+,C1CCN2CCC[C@@H]2C1,False,False,WUR-DEV,6,WFSR_Polar
HTORKLPLHJXOOZ,[H][C@@]1(C[C@]2([H])O[C@@]3(CC[C@]4(O3)O[C@@H](CC(C)=C4)\C=C\CCC(O)=O)[C@@H](C)C[C@]2([H])O1)[C@H](O)[C@]1(O)O[C@@H]([C@@H](C)C[C@H]1C)C(=C)C[C@@]12C[C@H](C)C[C@@H](O1)[C@]1([H])O[C@@]3(C[C@]1([H])O2)NC[C@@H](C)C[C@H]3C,[M+H]+,C=C(C[C@@]12CCC[C@@H](O1)[C@@H]1O[C@@]3(CCCCN3)C[C@@H]1O2)[C@@H]1CCCC(C[C@H]2C[C@@H]3O[C@]4(CC[C@@H]3O2)CC[C@]2(C=CCCO2)O4)O1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
HTQMVQVXFRQIKW,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,[M+H]+,c1ccc(-c2nnn[nH]2)c(-c2ccc(Cn3cnc4ccccc43)cc2)c1,False,False,WUR-SEALED,12,ETE;WUR
HUBANNPOLNYSAD,OC(=O)C1=C(Cl)C=CC(Cl)=N1,[M+H]+,c1ccncc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
HUBFIOLHRCECQI,CC(CC1=CC=C(C=C1)C(C)(C)C(=O)O)CN2CCCCC2,[M+H]+,c1ccc(CCCN2CCCCC2)cc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
HWATZEJQIXKWQS,COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=NC=CC=C2C(F)(F)F)=N1,[M+H]+,O=C(Nc1ncccn1)NS(=O)(=O)c1ccccn1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
HWGBHCRJGXAGEU,CC1=CC(=O)NC(=S)N1,[M+H]+,O=c1cc[nH]c(=S)[nH]1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
HXHWSAZORRCQMX,CCCSC1=CC=C2NC(NC(=O)OC)=NC2=C1,[M+H]+,c1ccc2[nH]cnc2c1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
HYYBABOKPJLUIN,CC1=C(C)C(NC2=C(C=CC=C2)C(O)=O)=CC=C1,[M+H]+,c1ccc(Nc2ccccc2)cc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
HZJKXKUJVSEEFU,CCCCC(CN1C=NC=N1)(C#N)C1=CC=C(Cl)C=C1,[M+H]+,c1ccc(CCn2cncn2)cc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
HZRSNVGNWUDEFX,CON(C(=O)OC)C1=C(COC2=NN(C=C2)C2=CC=C(Cl)C=C2)C=CC=C1,[M+H]+,c1ccc(COc2ccn(-c3ccccc3)n2)cc1,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
IAKHMKGGTNLKSZ,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O,[M+H]+,O=c1cccc2c(c1)CCCc1ccccc1-2,True,False,WUR-DEV,12,WFSR_food_safety;WUR
IANUJLZYFUDJIH,CC(C)N(C(=O)COC1=NN=C(S1)C(F)(F)F)C1=CC=C(F)C=C1,[M+H]+,O=C(COc1nncs1)Nc1ccccc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
IAPHXJRHXBQDQJ,C[C@]1(O)C(=O)OCC2=CCN3CC[C@@H](OC(=O)[C@@]4(C[C@H]1C)O[C@H]4C)[C@H]32,[M+H]+,O=C1CCC[C@]2(CO2)C(=O)O[C@@H]2CCN3CC=C(CO1)[C@H]23,False,False,WUR-DEV,24,WFSR_food_safety;WUR
IAQLCKZJGNTRDO,CC1=CC(=NN1CC(=O)N1CCC(CC1)C1=NC(=CS1)C1=NOC(C1)C1=C(F)C=CC=C1F)C(F)(F)F,[M+H]+,O=C(Cn1cccn1)N1CCC(c2nc(C3=NOC(c4ccccc4)C3)cs2)CC1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
IBSNKSODLGJUMQ,CO\C=C(\C(=O)OC)C1=C(COC2=NC(=CC=C2)C(F)(F)F)C=CC=C1,[M+H]+,c1ccc(COc2ccccn2)cc1,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
IBXPYPUJPLLOIN,CN1C(C)=NC=C1[N+]([O-])=O,[M+H]+,c1c[nH]cn1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
IDGKMGZVTKHZDA,[H][C@]12CC[C@H](C)CN1[C@@]1([H])C[C@@]3([H])[C@]4([H])CC=C5C[C@H](CC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1([H])[C@@H]2C)O[C@]1([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,[M+H]+,C1=C2C[C@@H](O[C@H]3CCCCO3)CCC2[C@H]2CCC3[C@@H](C[C@H]4[C@@H]3C[C@H]3CCCCN34)[C@@H]2C1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
IDGRYIRJIFKTAN,[H][C@@]12O[C@]3([H])C=C(C)C(=O)[C@@H](O)[C@]3(COC(C)=O)[C@@](C)(C[C@H]1O)[C@]21CO1,[M+H]+,O=C1C=C[C@H]2O[C@@H]3CCC(C2C1)[C@]31CO1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
IDIMIWQPUHURPV,[O-][N+]12CC[C@@H]3OC(=O)\C(C[C@@H](C)[C@](O)(CO)C(=O)OCC(=CC1)[C@@H]32)=C/C,[M+H]+,C=C1CCCC(=O)OCC2=CC[NH+]3CC[C@H](OC1=O)[C@H]23,False,False,WUR-DEV,24,WFSR_food_safety;WUR
IDJJHEIUIYGFDX,CO[C@H]1CC[C@]2(CC1)NC(=O)C(=C2O)C1=CC(C)=CC=C1C,[M+H]+,O=C1NC2(C=C1c1ccccc1)CCCCC2,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
IDOWTHOLJBTAFI,COC(=O)NC1=CC(OC(=O)NC2=CC=CC(C)=C2)=CC=C1,[M+H]+,O=C(Nc1ccccc1)Oc1ccccc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
IEDVJHCEMCRBQM,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,[M+H]+,c1ccc(Cc2cncnc2)cc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
IFOLNWVBRSCJOJ,CNC1=NC(=O)C(C)=C(C)N1,[M+H]+,O=c1cc[nH]cn1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
IIAGSABLXRZUSE,[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)SC(CC1=CNC2=C1C(OC)=CC=C2)=NOS(O)(=O)=O,[M+H]+,N=C(Cc1c[nH]c2ccccc12)S[C@H]1CCCCO1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
IIBYAHWJQTYFKB,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,[M+H]+,O=C(NCCc1ccccc1)c1ccccc1,True,False,WUR-DEV,12,ETE;WUR
IIMUEPCADBPEMF,CCOP(=O)(OCC)SCS(=O)(=O)CC,[M+H]+,__ACYCLIC__IIMUEPCADBPEMF,False,False,WUR-DEV,12,WFSR_food_safety;WUR
IIQKUGXEGMZCLE,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(O)C1=CC=CC=C1,[M+H]+,c1ccc(Cc2ccc3nc[nH]c3c2)cc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
IJJVMEJXYNJXOJ,FC1=CC2=C(C=C1)N=C(N1C=NC=N1)N(C2=O)C1=C(Cl)C=C(Cl)C=C1,[M+H]+,O=c1c2ccccc2nc(-n2cncn2)n1-c1ccccc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
IKVXBIIHQGXQRQ,CC(C)OC(=O)C(C)N(C(=O)C1=CC=CC=C1)C1=CC(Cl)=C(F)C=C1,[M+H]+,O=C(Nc1ccccc1)c1ccccc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
IMHBYKMAHXWHRP,ClC1=CC=CC=C1NC1=NC(Cl)=NC(Cl)=N1,[M+H]+,c1ccc(Nc2ncncn2)cc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
INFDPOAKFNIJBF,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,[M+H]+,c1cc(-c2cc[nH+]cc2)cc[nH+]1,False,False,WUR-DEV,6,WFSR_Polar
INISTDXBRIBGOC,CC(C)[C@@H](NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,[M+H]+,O=C(CNc1ccccc1)OCc1cccc(Oc2ccccc2)c1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
IOPTXXRNXCPJGO,CCS(=O)(=O)CC1=CC=CC=C1OC(=O)NC,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
IPRJXAGUEGOFGG,CCCCNS(=O)(=O)C1=CC=CC=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
IPVCSECPEVHQOV,CC1=CC=CC(C)=C1N(CN1C=CC=N1)C(=O)CS(O)(=O)=O,[M+H]+,c1ccc(NCn2cccn2)cc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
