instrument_type,collision_energy,ce_repr,ce_decimals,n_rows,n_simulation_challenge,n_unique_inchikey,n_adduct_MH,precursor_mz_min,precursor_mz_median,precursor_mz_max,frac_of_instrument_nonmissing
Orbitrap,126.6636,126.6636,4,2,2,1,2,844.424,844.424,844.424,2.4096966191956433e-05
Orbitrap,128.45174400000002,128.45174400000002,14,2,2,1,2,535.2156,535.2156,535.2156,2.4096966191956433e-05
Orbitrap,128.47098,128.47098,5,2,2,1,2,428.2366,428.2366,428.2366,2.4096966191956433e-05
Orbitrap,128.73263999999998,128.73263999999998,14,2,2,1,2,429.1088,429.1088,429.1088,2.4096966191956433e-05
Orbitrap,128.93191000000002,128.93191000000002,14,2,2,1,2,379.2115,379.2115,379.2115,2.4096966191956433e-05
Orbitrap,129.02784,129.02784,5,2,2,1,2,430.0928,430.0928,430.0928,2.4096966191956433e-05
Orbitrap,129.096545,129.096545,6,2,2,1,2,445.1605,445.1605,445.1605,2.4096966191956433e-05
Orbitrap,129.26443999999998,129.26443999999998,14,2,2,1,2,646.3222,646.3222,646.3222,2.4096966191956433e-05
Orbitrap,132.753346,132.753346,6,2,2,1,2,428.2366,428.2366,428.2366,2.4096966191956433e-05
Orbitrap,133.54815,133.54815,5,2,2,1,2,445.1605,445.1605,445.1605,2.4096966191956433e-05
Orbitrap,133.617636,133.617636,6,2,2,1,2,371.1601,371.1601,371.1601,2.4096966191956433e-05
Orbitrap,135.40716,135.40716,5,2,2,1,2,376.131,376.131,376.131,2.4096966191956433e-05
Orbitrap,135.72766199999998,135.72766199999998,14,2,2,1,2,646.3222,646.3222,646.3222,2.4096966191956433e-05
Orbitrap,136.57379999999998,136.57379999999998,14,2,2,1,2,910.492,910.492,910.492,2.4096966191956433e-05
Orbitrap,136.78217999999998,136.78217999999998,14,2,2,1,2,455.9406,455.9406,455.9406,2.4096966191956433e-05
Orbitrap,137.035712,137.035712,6,2,2,1,2,428.2366,428.2366,428.2366,2.4096966191956433e-05
Orbitrap,137.999755,137.999755,6,2,2,1,2,445.1605,445.1605,445.1605,2.4096966191956433e-05
Orbitrap,141.318078,141.318078,6,2,2,1,2,428.2366,428.2366,428.2366,2.4096966191956433e-05
Orbitrap,142.45136000000002,142.45136000000002,14,2,2,1,2,445.1605,445.1605,445.1605,2.4096966191956433e-05
Orbitrap,142.53786,142.53786,5,2,2,1,2,791.877,791.877,791.877,2.4096966191956433e-05
Orbitrap,145.600444,145.600444,6,2,2,1,2,428.2366,428.2366,428.2366,2.4096966191956433e-05
Orbitrap,146.902965,146.902965,6,2,2,1,2,445.1605,445.1605,445.1605,2.4096966191956433e-05
Orbitrap,147.978495,147.978495,6,2,2,1,2,986.5233,986.5233,986.5233,2.4096966191956433e-05
Orbitrap,148.64651999999998,148.64651999999998,14,2,2,1,2,990.9768,990.9768,990.9768,2.4096966191956433e-05
Orbitrap,149.88281,149.88281,5,2,2,1,2,428.2366,428.2366,428.2366,2.4096966191956433e-05
Orbitrap,150.743106,150.743106,6,2,2,1,2,837.4617,837.4617,837.4617,2.4096966191956433e-05
Orbitrap,151.35457,151.35457,5,2,2,1,2,445.1605,445.1605,445.1605,2.4096966191956433e-05
Orbitrap,151.99632,151.99632,5,2,2,1,2,844.424,844.424,844.424,2.4096966191956433e-05
Orbitrap,154.165176,154.165176,6,2,2,1,2,428.2366,428.2366,428.2366,2.4096966191956433e-05
Orbitrap,154.47916800000002,154.47916800000002,14,2,2,1,2,429.1088,429.1088,429.1088,2.4096966191956433e-05
Orbitrap,154.833408,154.833408,6,2,2,1,2,430.0928,430.0928,430.0928,2.4096966191956433e-05
Orbitrap,155.80617500000002,155.80617500000002,14,2,2,1,2,445.1605,445.1605,445.1605,2.4096966191956433e-05
Orbitrap,158.44754200000003,158.44754200000003,14,2,2,1,2,428.2366,428.2366,428.2366,2.4096966191956433e-05
Orbitrap,160.25778,160.25778,5,2,2,1,2,445.1605,445.1605,445.1605,2.4096966191956433e-05
Orbitrap,160.56467999999998,160.56467999999998,14,2,2,1,2,535.2156,535.2156,535.2156,2.4096966191956433e-05
Orbitrap,163.88855999999998,163.88855999999998,14,2,2,1,2,910.492,910.492,910.492,2.4096966191956433e-05
Orbitrap,164.138616,164.138616,6,2,2,1,2,455.9406,455.9406,455.9406,2.4096966191956433e-05
Orbitrap,164.709385,164.709385,6,2,2,1,2,445.1605,445.1605,445.1605,2.4096966191956433e-05
Orbitrap,177.57419399999998,177.57419399999998,14,2,2,1,2,986.5233,986.5233,986.5233,2.4096966191956433e-05
Orbitrap,192.677616,192.677616,6,2,2,1,2,535.2156,535.2156,535.2156,2.4096966191956433e-05
Orbitrap,200.990808,200.990808,6,2,2,1,2,837.4617,837.4617,837.4617,2.4096966191956433e-05
Orbitrap,202.66176,202.66176,5,2,2,1,2,844.424,844.424,844.424,2.4096966191956433e-05
Orbitrap,218.51808,218.51808,5,2,2,1,2,910.492,910.492,910.492,2.4096966191956433e-05
Orbitrap,236.765592,236.765592,6,2,2,1,2,986.5233,986.5233,986.5233,2.4096966191956433e-05
Orbitrap,238.93344,238.93344,5,2,2,1,2,995.556,995.556,995.556,2.4096966191956433e-05
Orbitrap,251.23851,251.23851,5,2,2,1,2,837.4617,837.4617,837.4617,2.4096966191956433e-05
Orbitrap,253.3272,253.3272,4,2,2,1,2,844.424,844.424,844.424,2.4096966191956433e-05
Orbitrap,273.14759999999995,273.14759999999995,14,2,2,1,2,910.492,910.492,910.492,2.4096966191956433e-05
Orbitrap,295.95699,295.95699,5,2,2,1,2,986.5233,986.5233,986.5233,2.4096966191956433e-05
Orbitrap,298.6668,298.6668,4,2,2,1,2,995.556,995.556,995.556,2.4096966191956433e-05
Orbitrap,301.486212,301.486212,6,2,2,1,2,837.4617,837.4617,837.4617,2.4096966191956433e-05
Orbitrap,303.99264,303.99264,5,2,2,1,2,844.424,844.424,844.424,2.4096966191956433e-05
Orbitrap,327.77712,327.77712,5,2,2,1,2,910.492,910.492,910.492,2.4096966191956433e-05
Orbitrap,355.14838799999995,355.14838799999995,14,2,2,1,2,986.5233,986.5233,986.5233,2.4096966191956433e-05
Orbitrap,358.40016,358.40016,5,2,2,1,2,995.556,995.556,995.556,2.4096966191956433e-05
Orbitrap,2.250983,2.250983,6,1,1,1,1,225.0983,225.0983,225.0983,1.2048483095978216e-05
Orbitrap,2.6026780000000005,2.6026780000000005,16,1,1,1,1,130.1339,130.1339,130.1339,1.2048483095978216e-05
Orbitrap,2.721514,2.721514,6,1,1,1,1,136.0757,136.0757,136.0757,1.2048483095978216e-05
Orbitrap,2.781004,2.781004,6,1,1,1,1,139.0502,139.0502,139.0502,1.2048483095978216e-05
Orbitrap,3.221842,3.221842,6,1,1,1,1,161.0921,161.0921,161.0921,1.2048483095978216e-05
Orbitrap,3.3214460000000003,3.3214460000000003,16,1,1,1,1,166.0723,166.0723,166.0723,1.2048483095978216e-05
Orbitrap,3.3217259999999995,3.3217259999999995,16,1,1,1,1,166.0863,166.0863,166.0863,1.2048483095978216e-05
Orbitrap,3.602219489,3.602219489,9,1,1,1,1,72.04438978,72.04438978,72.04438978,1.2048483095978216e-05
Orbitrap,3.640185999999999,3.640185999999999,15,1,1,1,1,182.0093,182.0093,182.0093,1.2048483095978216e-05
Orbitrap,3.662892,3.662892,6,1,1,1,1,122.0964,122.0964,122.0964,1.2048483095978216e-05
Orbitrap,3.702146,3.702146,6,1,1,1,1,185.1073,185.1073,185.1073,1.2048483095978216e-05
Orbitrap,3.703034,3.703034,6,1,1,1,1,74.06068,74.06068,74.06068,1.2048483095978216e-05
Orbitrap,3.7048525,3.7048525,7,1,1,1,1,74.09705,74.09705,74.09705,1.2048483095978216e-05
Orbitrap,3.7545837165,3.7545837165,10,1,1,1,1,75.09167433,75.09167433,75.09167433,1.2048483095978216e-05
Orbitrap,3.761394,3.761394,6,1,1,1,1,188.0697,188.0697,188.0697,1.2048483095978216e-05
Orbitrap,3.762604,3.762604,6,1,1,1,1,94.0651,94.0651,94.0651,1.2048483095978216e-05
Orbitrap,3.799642,3.799642,6,1,1,1,1,189.9821,189.9821,189.9821,1.2048483095978216e-05
Orbitrap,3.8038145,3.8038145,7,1,1,1,1,76.07629,76.07629,76.07629,1.2048483095978216e-05
Orbitrap,3.840495,3.840495,6,1,1,1,1,128.0165,128.0165,128.0165,1.2048483095978216e-05
Orbitrap,3.841536,3.841536,6,1,1,1,1,192.0768,192.0768,192.0768,1.2048483095978216e-05
Orbitrap,3.842766,3.842766,6,1,1,1,1,192.1383,192.1383,192.1383,1.2048483095978216e-05
Orbitrap,3.850839757,3.850839757,9,1,1,1,1,77.01679514,77.01679514,77.01679514,1.2048483095978216e-05
Orbitrap,3.882352000000001,3.882352000000001,15,1,1,1,1,194.1176,194.1176,194.1176,1.2048483095978216e-05
Orbitrap,3.951091499999999,3.951091499999999,15,1,1,1,1,79.02183,79.02183,79.02183,1.2048483095978216e-05
Orbitrap,3.962051999999999,3.962051999999999,15,1,1,1,1,198.1026,198.1026,198.1026,1.2048483095978216e-05
Orbitrap,4.001480000000001,4.001480000000001,15,1,1,1,1,200.074,200.074,200.074,1.2048483095978216e-05
Orbitrap,4.002496,4.002496,6,1,1,1,1,80.04992,80.04992,80.04992,1.2048483095978216e-05
Orbitrap,4.041708,4.041708,6,1,1,1,1,202.0854,202.0854,202.0854,1.2048483095978216e-05
Orbitrap,4.041726,4.041726,6,1,1,1,1,202.0863,202.0863,202.0863,1.2048483095978216e-05
Orbitrap,4.043604,4.043604,6,1,1,1,1,202.1802,202.1802,202.1802,1.2048483095978216e-05
Orbitrap,4.222188,4.222188,6,1,1,1,1,211.1094,211.1094,211.1094,1.2048483095978216e-05
Orbitrap,4.233404999999999,4.233404999999999,15,1,1,1,1,141.1135,141.1135,141.1135,1.2048483095978216e-05
Orbitrap,4.24117,4.24117,5,1,1,1,1,212.0585,212.0585,212.0585,1.2048483095978216e-05
Orbitrap,4.281791999999999,4.281791999999999,15,1,1,1,1,214.0896,214.0896,214.0896,1.2048483095978216e-05
Orbitrap,4.282520000000001,4.282520000000001,15,1,1,1,1,214.126,214.126,214.126,1.2048483095978216e-05
Orbitrap,4.323232,4.323232,6,1,1,1,1,108.0808,108.0808,108.0808,1.2048483095978216e-05
Orbitrap,4.341588,4.341588,6,1,1,1,1,217.0794,217.0794,217.0794,1.2048483095978216e-05
Orbitrap,4.4190640000000005,4.4190640000000005,16,1,1,1,1,220.9532,220.9532,220.9532,1.2048483095978216e-05
Orbitrap,4.440632,4.440632,6,1,1,1,1,222.0316,222.0316,222.0316,1.2048483095978216e-05
Orbitrap,4.45539,4.45539,5,1,1,1,1,89.1078,89.1078,89.1078,1.2048483095978216e-05
Orbitrap,4.46149,4.46149,5,1,1,1,1,223.0745,223.0745,223.0745,1.2048483095978216e-05
Orbitrap,4.481834,4.481834,6,1,1,1,1,224.0917,224.0917,224.0917,1.2048483095978216e-05
Orbitrap,4.521792,4.521792,6,1,1,1,1,226.0896,226.0896,226.0896,1.2048483095978216e-05
Orbitrap,4.562554,4.562554,6,1,1,1,1,228.1277,228.1277,228.1277,1.2048483095978216e-05
Orbitrap,4.591220999999999,4.591220999999999,15,1,1,1,1,153.0407,153.0407,153.0407,1.2048483095978216e-05
Orbitrap,4.600138,4.600138,6,1,1,1,1,230.0069,230.0069,230.0069,1.2048483095978216e-05
Orbitrap,4.603464,4.603464,6,1,1,1,1,115.0866,115.0866,115.0866,1.2048483095978216e-05
Orbitrap,4.641048,4.641048,6,1,1,1,1,232.0524,232.0524,232.0524,1.2048483095978216e-05
Orbitrap,4.652109,4.652109,6,1,1,1,1,155.0703,155.0703,155.0703,1.2048483095978216e-05
Orbitrap,4.660486,4.660486,6,1,1,1,1,233.0243,233.0243,233.0243,1.2048483095978216e-05
Orbitrap,4.683057,4.683057,6,1,1,1,1,156.1019,156.1019,156.1019,1.2048483095978216e-05
Orbitrap,4.702882000000001,4.702882000000001,15,1,1,1,1,235.1441,235.1441,235.1441,1.2048483095978216e-05
Orbitrap,4.704112,4.704112,6,1,1,1,1,235.2056,235.2056,235.2056,1.2048483095978216e-05
Orbitrap,4.742468,4.742468,6,1,1,1,1,237.1234,237.1234,237.1234,1.2048483095978216e-05
Orbitrap,4.744426000000001,4.744426000000001,15,1,1,1,1,237.2213,237.2213,237.2213,1.2048483095978216e-05
Orbitrap,4.770618000000001,4.770618000000001,15,1,1,1,1,159.0206,159.0206,159.0206,1.2048483095978216e-05
Orbitrap,4.779532000000001,4.779532000000001,15,1,1,1,1,238.9766,238.9766,238.9766,1.2048483095978216e-05
Orbitrap,4.783005999999999,4.783005999999999,15,1,1,1,1,239.1503,239.1503,239.1503,1.2048483095978216e-05
Orbitrap,4.801572,4.801572,6,1,1,1,1,240.0786,240.0786,240.0786,1.2048483095978216e-05
Orbitrap,4.8022194890000005,4.8022194890000005,16,1,1,1,1,96.04438978,96.04438978,96.04438978,1.2048483095978216e-05
Orbitrap,4.802236,4.802236,6,1,1,1,1,96.04472,96.04472,96.04472,1.2048483095978216e-05
Orbitrap,4.883856,4.883856,6,1,1,1,1,122.0964,122.0964,122.0964,1.2048483095978216e-05
Orbitrap,4.952224500000001,4.952224500000001,15,1,1,1,1,99.04449,99.04449,99.04449,1.2048483095978216e-05
Orbitrap,4.9540435,4.9540435,7,1,1,1,1,99.08087,99.08087,99.08087,1.2048483095978216e-05
Orbitrap,5.00129,5.00129,5,1,1,1,1,250.0645,250.0645,250.0645,1.2048483095978216e-05
Orbitrap,5.005615,5.005615,6,1,1,1,1,100.1123,100.1123,100.1123,1.2048483095978216e-05
Orbitrap,5.040116,5.040116,6,1,1,1,1,252.0058,252.0058,252.0058,1.2048483095978216e-05
Orbitrap,5.042834,5.042834,6,1,1,1,1,252.1417,252.1417,252.1417,1.2048483095978216e-05
Orbitrap,5.060618000000001,5.060618000000001,15,1,1,1,1,253.0309,253.0309,253.0309,1.2048483095978216e-05
Orbitrap,5.060928,5.060928,6,1,1,1,1,253.0464,253.0464,253.0464,1.2048483095978216e-05
Orbitrap,5.061944,5.061944,6,1,1,1,1,253.0972,253.0972,253.0972,1.2048483095978216e-05
Orbitrap,5.101675999999999,5.101675999999999,15,1,1,1,1,255.0838,255.0838,255.0838,1.2048483095978216e-05
Orbitrap,5.102256,5.102256,6,1,1,1,1,255.1128,255.1128,255.1128,1.2048483095978216e-05
Orbitrap,5.102747725,5.102747725,9,1,1,1,1,102.0549545,102.0549545,102.0549545,1.2048483095978216e-05
Orbitrap,5.104617,5.104617,6,1,1,1,1,170.1539,170.1539,170.1539,1.2048483095978216e-05
Orbitrap,5.120418,5.120418,6,1,1,1,1,256.0209,256.0209,256.0209,1.2048483095978216e-05
Orbitrap,5.121192,5.121192,6,1,1,1,1,256.0596,256.0596,256.0596,1.2048483095978216e-05
Orbitrap,5.123392,5.123392,6,1,1,1,1,256.1696,256.1696,256.1696,1.2048483095978216e-05
Orbitrap,5.15617,5.15617,5,1,1,1,1,103.1234,103.1234,103.1234,1.2048483095978216e-05
Orbitrap,5.180154000000001,5.180154000000001,15,1,1,1,1,259.0077,259.0077,259.0077,1.2048483095978216e-05
Orbitrap,5.184112,5.184112,6,1,1,1,1,259.2056,259.2056,259.2056,1.2048483095978216e-05
Orbitrap,5.190801,5.190801,6,1,1,1,1,173.0267,173.0267,173.0267,1.2048483095978216e-05
Orbitrap,5.20171095,5.20171095,8,1,1,1,1,104.034219,104.034219,104.034219,1.2048483095978216e-05
Orbitrap,5.20229,5.20229,5,1,1,1,1,104.0458,104.0458,104.0458,1.2048483095978216e-05
Orbitrap,5.205356000000001,5.205356000000001,15,1,1,1,1,130.1339,130.1339,130.1339,1.2048483095978216e-05
Orbitrap,5.241747999999999,5.241747999999999,15,1,1,1,1,262.0874,262.0874,262.0874,1.2048483095978216e-05
Orbitrap,5.252731004999999,5.252731004999999,15,1,1,1,1,105.0546201,105.0546201,105.0546201,1.2048483095978216e-05
Orbitrap,5.30251,5.30251,5,1,1,1,1,106.0502,106.0502,106.0502,1.2048483095978216e-05
Orbitrap,5.303439999999999,5.303439999999999,15,1,1,1,1,106.0688,106.0688,106.0688,1.2048483095978216e-05
Orbitrap,5.321916,5.321916,6,1,1,1,1,266.0958,266.0958,266.0958,1.2048483095978216e-05
Orbitrap,5.322495,5.322495,6,1,1,1,1,266.12475,266.12475,266.12475,1.2048483095978216e-05
Orbitrap,5.34344,5.34344,5,1,1,1,1,267.172,267.172,267.172,1.2048483095978216e-05
Orbitrap,5.3832960000000005,5.3832960000000005,16,1,1,1,1,269.1648,269.1648,269.1648,1.2048483095978216e-05
Orbitrap,5.40251,5.40251,5,1,1,1,1,270.1255,270.1255,270.1255,1.2048483095978216e-05
Orbitrap,5.404038765,5.404038765,9,1,1,1,1,108.0807753,108.0807753,108.0807753,1.2048483095978216e-05
Orbitrap,5.4040550000000005,5.4040550000000005,16,1,1,1,1,108.0811,108.0811,108.0811,1.2048483095978216e-05
Orbitrap,5.443028,5.443028,6,1,1,1,1,136.0757,136.0757,136.0757,1.2048483095978216e-05
Orbitrap,5.52164,5.52164,5,1,1,1,1,276.082,276.082,276.082,1.2048483095978216e-05
Orbitrap,5.5425640000000005,5.5425640000000005,16,1,1,1,1,277.1282,277.1282,277.1282,1.2048483095978216e-05
Orbitrap,5.55220277,5.55220277,8,1,1,1,1,111.0440554,111.0440554,111.0440554,1.2048483095978216e-05
Orbitrap,5.552779999999999,5.552779999999999,15,1,1,1,1,111.0556,111.0556,111.0556,1.2048483095978216e-05
Orbitrap,5.562008,5.562008,6,1,1,1,1,139.0502,139.0502,139.0502,1.2048483095978216e-05
Orbitrap,5.5621100000000006,5.5621100000000006,16,1,1,1,1,278.1055,278.1055,278.1055,1.2048483095978216e-05
Orbitrap,5.580546,5.580546,6,1,1,1,1,279.0273,279.0273,279.0273,1.2048483095978216e-05
Orbitrap,5.60253,5.60253,5,1,1,1,1,112.0506,112.0506,112.0506,1.2048483095978216e-05
Orbitrap,5.60435,5.60435,5,1,1,1,1,112.087,112.087,112.087,1.2048483095978216e-05
Orbitrap,5.642091000000001,5.642091000000001,15,1,1,1,1,188.0697,188.0697,188.0697,1.2048483095978216e-05
Orbitrap,5.6423942,5.6423942,7,1,1,1,1,282.11971,282.11971,282.11971,1.2048483095978216e-05
Orbitrap,5.643906,5.643906,6,1,1,1,1,94.0651,94.0651,94.0651,1.2048483095978216e-05
Orbitrap,5.651166,5.651166,6,1,1,1,1,113.02332,113.02332,113.02332,1.2048483095978216e-05
Orbitrap,5.65172767,5.65172767,8,1,1,1,1,113.0345534,113.0345534,113.0345534,1.2048483095978216e-05
Orbitrap,5.65174,5.65174,5,1,1,1,1,113.0348,113.0348,113.0348,1.2048483095978216e-05
Orbitrap,5.70284,5.70284,5,1,1,1,1,285.142,285.142,285.142,1.2048483095978216e-05
Orbitrap,5.70332,5.70332,5,1,1,1,1,114.0664,114.0664,114.0664,1.2048483095978216e-05
Orbitrap,5.732547,5.732547,6,1,1,1,1,191.0849,191.0849,191.0849,1.2048483095978216e-05
Orbitrap,5.744012000000001,5.744012000000001,15,1,1,1,1,287.2006,287.2006,287.2006,1.2048483095978216e-05
Orbitrap,5.751525000000001,5.751525000000001,15,1,1,1,1,115.0305,115.0305,115.0305,1.2048483095978216e-05
Orbitrap,5.752525,5.752525,6,1,1,1,1,115.0505,115.0505,115.0505,1.2048483095978216e-05
Orbitrap,5.75376778,5.75376778,8,1,1,1,1,115.0753556,115.0753556,115.0753556,1.2048483095978216e-05
Orbitrap,5.763232,5.763232,6,1,1,1,1,144.0808,144.0808,144.0808,1.2048483095978216e-05
Orbitrap,5.765066000000001,5.765066000000001,15,1,1,1,1,288.2533,288.2533,288.2533,1.2048483095978216e-05
Orbitrap,5.782430000000001,5.782430000000001,15,1,1,1,1,289.1215,289.1215,289.1215,1.2048483095978216e-05
Orbitrap,5.803535,5.803535,6,1,1,1,1,116.0707,116.0707,116.0707,1.2048483095978216e-05
Orbitrap,5.82179,5.82179,5,1,1,1,1,291.0895,291.0895,291.0895,1.2048483095978216e-05
Orbitrap,5.82391,5.82391,5,1,1,1,1,291.1955,291.1955,291.1955,1.2048483095978216e-05
Orbitrap,5.844120000000001,5.844120000000001,15,1,1,1,1,292.206,292.206,292.206,1.2048483095978216e-05
Orbitrap,5.902493455,5.902493455,9,1,1,1,1,118.0498691,118.0498691,118.0498691,1.2048483095978216e-05
Orbitrap,5.904319999999999,5.904319999999999,15,1,1,1,1,118.0864,118.0864,118.0864,1.2048483095978216e-05
Orbitrap,5.904325,5.904325,6,1,1,1,1,118.0865,118.0865,118.0865,1.2048483095978216e-05
Orbitrap,5.912520000000001,5.912520000000001,15,1,1,1,1,197.084,197.084,197.084,1.2048483095978216e-05
Orbitrap,5.922824,5.922824,6,1,1,1,1,296.1412,296.1412,296.1412,1.2048483095978216e-05
Orbitrap,5.943375,5.943375,6,1,1,1,1,198.1125,198.1125,198.1125,1.2048483095978216e-05
Orbitrap,5.951694235,5.951694235,9,1,1,1,1,119.0338847,119.0338847,119.0338847,1.2048483095978216e-05
Orbitrap,5.95409,5.95409,5,1,1,1,1,119.0818,119.0818,119.0818,1.2048483095978216e-05
Orbitrap,5.965482,5.965482,6,1,1,1,1,298.2741,298.2741,298.2741,1.2048483095978216e-05
Orbitrap,6.00145668,6.00145668,8,1,1,1,1,120.0291336,120.0291336,120.0291336,1.2048483095978216e-05
Orbitrap,6.00329,6.00329,5,1,1,1,1,120.0658,120.0658,120.0658,1.2048483095978216e-05
Orbitrap,6.021476000000001,6.021476000000001,15,1,1,1,1,301.0738,301.0738,301.0738,1.2048483095978216e-05
Orbitrap,6.052543605,6.052543605,9,1,1,1,1,121.0508721,121.0508721,121.0508721,1.2048483095978216e-05
Orbitrap,6.05256,6.05256,5,1,1,1,1,121.0512,121.0512,121.0512,1.2048483095978216e-05
Orbitrap,6.062589,6.062589,6,1,1,1,1,202.0863,202.0863,202.0863,1.2048483095978216e-05
Orbitrap,6.06391,6.06391,5,1,1,1,1,303.1955,303.1955,303.1955,1.2048483095978216e-05
Orbitrap,6.0828240000000005,6.0828240000000005,16,1,1,1,1,152.0706,152.0706,152.0706,1.2048483095978216e-05
Orbitrap,6.101351275,6.101351275,9,1,1,1,1,122.0270255,122.0270255,122.0270255,1.2048483095978216e-05
Orbitrap,6.10136,6.10136,5,1,1,1,1,122.0272,122.0272,122.0272,1.2048483095978216e-05
Orbitrap,6.103015,6.103015,6,1,1,1,1,122.0603,122.0603,122.0603,1.2048483095978216e-05
Orbitrap,6.104825000000001,6.104825000000001,15,1,1,1,1,122.0965,122.0965,122.0965,1.2048483095978216e-05
Orbitrap,6.122541999999999,6.122541999999999,15,1,1,1,1,306.1271,306.1271,306.1271,1.2048483095978216e-05
Orbitrap,6.142226000000001,6.142226000000001,15,1,1,1,1,307.1113,307.1113,307.1113,1.2048483095978216e-05
Orbitrap,6.152205,6.152205,6,1,1,1,1,123.0441,123.0441,123.0441,1.2048483095978216e-05
Orbitrap,6.1527650000000005,6.1527650000000005,16,1,1,1,1,123.0553,123.0553,123.0553,1.2048483095978216e-05
Orbitrap,6.154585,6.154585,6,1,1,1,1,123.0917,123.0917,123.0917,1.2048483095978216e-05
Orbitrap,6.1613456,6.1613456,7,1,1,1,1,77.01682,77.01682,77.01682,1.2048483095978216e-05
Orbitrap,6.1822420000000005,6.1822420000000005,16,1,1,1,1,309.1121,309.1121,309.1121,1.2048483095978216e-05
Orbitrap,6.20197,6.20197,5,1,1,1,1,124.0394,124.0394,124.0394,1.2048483095978216e-05
Orbitrap,6.202812,6.202812,6,1,1,1,1,155.0703,155.0703,155.0703,1.2048483095978216e-05
Orbitrap,6.212394000000001,6.212394000000001,15,1,1,1,1,207.0798,207.0798,207.0798,1.2048483095978216e-05
Orbitrap,6.223086,6.223086,6,1,1,1,1,311.1543,311.1543,311.1543,1.2048483095978216e-05
Orbitrap,6.241914,6.241914,6,1,1,1,1,208.0638,208.0638,208.0638,1.2048483095978216e-05
Orbitrap,6.242373000000001,6.242373000000001,15,1,1,1,1,208.0791,208.0791,208.0791,1.2048483095978216e-05
Orbitrap,6.252985275,6.252985275,9,1,1,1,1,125.0597055,125.0597055,125.0597055,1.2048483095978216e-05
Orbitrap,6.264324,6.264324,6,1,1,1,1,313.2162,313.2162,313.2162,1.2048483095978216e-05
Orbitrap,6.273855,6.273855,6,1,1,1,1,209.1285,209.1285,209.1285,1.2048483095978216e-05
Orbitrap,6.301105,6.301105,6,1,1,1,1,126.0221,126.0221,126.0221,1.2048483095978216e-05
Orbitrap,6.30157279,6.30157279,8,1,1,1,1,126.0314558,126.0314558,126.0314558,1.2048483095978216e-05
Orbitrap,6.301585,6.301585,6,1,1,1,1,126.0317,126.0317,126.0317,1.2048483095978216e-05
Orbitrap,6.304638,6.304638,6,1,1,1,1,315.2319,315.2319,315.2319,1.2048483095978216e-05
Orbitrap,6.30513,6.30513,5,1,1,1,1,126.1026,126.1026,126.1026,1.2048483095978216e-05
Orbitrap,6.320694,6.320694,6,1,1,1,1,316.0347,316.0347,316.0347,1.2048483095978216e-05
Orbitrap,6.351955,6.351955,6,1,1,1,1,127.0391,127.0391,127.0391,1.2048483095978216e-05
Orbitrap,6.353075,6.353075,6,1,1,1,1,127.0615,127.0615,127.0615,1.2048483095978216e-05
Orbitrap,6.383256,6.383256,6,1,1,1,1,319.1628,319.1628,319.1628,1.2048483095978216e-05
Orbitrap,6.40281,6.40281,5,1,1,1,1,320.1405,320.1405,320.1405,1.2048483095978216e-05
Orbitrap,6.405355,6.405355,6,1,1,1,1,128.1071,128.1071,128.1071,1.2048483095978216e-05
Orbitrap,6.420384,6.420384,6,1,1,1,1,321.0192,321.0192,321.0192,1.2048483095978216e-05
Orbitrap,6.420890999999999,6.420890999999999,15,1,1,1,1,214.0297,214.0297,214.0297,1.2048483095978216e-05
Orbitrap,6.443683999999999,6.443683999999999,15,1,1,1,1,161.0921,161.0921,161.0921,1.2048483095978216e-05
Orbitrap,6.484782,6.484782,6,1,1,1,1,216.1594,216.1594,216.1594,1.2048483095978216e-05
Orbitrap,6.484848,6.484848,6,1,1,1,1,108.0808,108.0808,108.0808,1.2048483095978216e-05
Orbitrap,6.502055,6.502055,6,1,1,1,1,130.0411,130.0411,130.0411,1.2048483095978216e-05
Orbitrap,6.502500000000001,6.502500000000001,15,1,1,1,1,130.05,130.05,130.05,1.2048483095978216e-05
Orbitrap,6.5034220000000005,6.5034220000000005,16,1,1,1,1,325.1711,325.1711,325.1711,1.2048483095978216e-05
Orbitrap,6.504309999999999,6.504309999999999,15,1,1,1,1,130.0862,130.0862,130.0862,1.2048483095978216e-05
Orbitrap,6.504314999999999,6.504314999999999,15,1,1,1,1,130.0863,130.0863,130.0863,1.2048483095978216e-05
Orbitrap,6.50543,6.50543,5,1,1,1,1,130.1086,130.1086,130.1086,1.2048483095978216e-05
Orbitrap,6.510249,6.510249,6,1,1,1,1,217.0083,217.0083,217.0083,1.2048483095978216e-05
Orbitrap,6.5221926,6.5221926,7,1,1,1,1,326.10963,326.10963,326.10963,1.2048483095978216e-05
Orbitrap,6.523502,6.523502,6,1,1,1,1,326.1751,326.1751,326.1751,1.2048483095978216e-05
Orbitrap,6.543406,6.543406,6,1,1,1,1,327.1703,327.1703,327.1703,1.2048483095978216e-05
Orbitrap,6.55645,6.55645,5,1,1,1,1,131.129,131.129,131.129,1.2048483095978216e-05
Orbitrap,6.573486,6.573486,6,1,1,1,1,219.1162,219.1162,219.1162,1.2048483095978216e-05
Orbitrap,6.60327,6.60327,5,1,1,1,1,132.0654,132.0654,132.0654,1.2048483095978216e-05
Orbitrap,6.603315,6.603315,6,1,1,1,1,132.0663,132.0663,132.0663,1.2048483095978216e-05
