key,n_records,n_nce,nce_ladder,sg,n_sg,smiles,name,mh_calc,releases,uchem_ids,instruments,confidence,ge3,in_msg15,in_msg15_recorded_route,in_msg15_parent_route,in_msg15_sim,msg_folds,in_registry,in_exposed_union,in_devpop,in_pr7,in_comparator,in_msnlib9,sg_in_msg15,sg_in_registry,sg_in_pr7,sg_in_comparator,sg_in_devpop_file
JLYFCTQDENRSOL,6,6,"15,30,45,60,75,90",c1ccsc1,1,COCC(C)N(C(=O)CCl)C1=C(C)SC=C1C,"2-chloro-N-(2,4-dimethylthiophen-3-yl)-N-(1-methoxypropan-2-yl)acetamide",276.08195396288,2024.11,254,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
JQTYAZKTBXWQOM,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Nc2ccccc2)cc1,1,CCCCCCC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2,,297.23252536288,2025.10,11971,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,False,True,True,False,False,True
JRURYQJSLYLRLN,4,4,"15,30,60,75",c1ccccc1,1,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N,"2-cyano-3-(3,4-dihydroxy-5-nitrophenyl)-N,N-diethylprop-2-enamide",306.10844704688003,2024.11,11020,Q Exactive,standard compound,True,True,True,True,True,test,True,True,False,False,False,True,True,True,False,False,True
JTEGQNOMFQHVDC,9,9,"15,30,45,60,75,90,120,150,180",O=c1ncccn1C1CSCO1,1,C1C(OC(S1)CO)N2C=CC(=NC2=O)N,,230.05938867888,2024.06,10996,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
JTZCTMAVMHRNTR,7,7,"15,30,45,60,75,90,120",c1ccc(-c2cccnn2)cc1,1,CCCCCCCCSC(=O)OC1=CC(Cl)=NN=C1C1=CC=CC=C1,(6-chloro-3-phenylpyridazin-4-yl) octylsulfanylformate,379.1241531228801,2024.11,3208,Q Exactive Plus,standard compound,True,True,True,True,True,val,False,False,False,False,False,False,True,True,False,False,True
JUZYLCPPVHEVSV,5,5,"15,30,45,60,75",O=c1cc[nH]c2ccc(Cc3ccccc3)cc12,1,CC(C)C(CO)N1C=C(C(=O)C2=C1C=C(C(=C2)CC3=C(C(=CC=C3)Cl)F)OC)C(=O)O,"6-[(3-chloro-2-fluorophenyl)methyl]-1-[(2S)-1-hydroxy-3-methylbutan-2-yl]-7-methoxy-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",448.13215520288,2024.11,11021,Q Exactive,standard compound,True,True,True,True,True,val,True,True,False,False,False,True,True,True,False,False,False
JWAZRIHNYRIHIV,6,6,"15,30,45,60,75,90",c1ccc2ccccc2c1,1,C1=CC=C2C=C(C=CC2=C1)O,,145.06479134288,2025.10,10908,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
JXSJBGJIGXNWCI,6,6,"15,30,45,60,75,90",__ACYCLIC__JXSJBGJIGXNWCI,1,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,Malathion,331.04334342488,2024.11,3891,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,False,False,False,False
KAJICSGLHKRDLN,9,9,"15,30,45,60,75,90,120,150,180",S=C(NC1CCCCC1)NC1CCCCC1,1,S=C(NC1CCCCC1)NC1CCCCC1,CID 14595,241.17329623488,2024.11,11091,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
KBSVBCHYXYXDAG,3,3,"15,30,45",c1ccoc1,1,CC1=CC(=C(O1)C)C(=O)C,"1-(2,5-dimethylfuran-3-yl)ethanone",139.07535602688,2024.11,635,Q Exactive Plus,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
KEQFTVQCIQJIQW,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Nc2ccc3ccccc3c2)cc1,1,C1=CC=C(C=C1)NC2=CC3=CC=CC=C3C=C2,,220.11207588288,2025.10,10901,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,False,True,True,False,False,False
KGVPNLBXJKTABS,9,9,"15,30,45,60,75,90,120,150,180",O=c1cco[nH]1,1,CC1=CC(=O)NO1,"5-methyl-1,2-oxazol-3-one",100.03930486688,2024.11,3486,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
KHOITXIGCFIULA,8,8,"15,30,45,60,75,90,120,150",c1ccc(C(c2ccccc2)c2ccccn2)cc1,1,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,Bisacodyl,362.13868455488006,2024.11,10585,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
KHPKQFYUPIUARC,7,7,"15,30,45,60,75,90,120",c1ccc(Nc2ccccc2)cc1,1,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O,2-[2-(2-chloro-6-fluoroanilino)-5-methylphenyl]acetic acid,294.06916102288,2024.11,10695,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,True,True,False,False,False,True,True,True,False,False,True
KIEDNEWSYUYDSN,9,9,"15,30,45,60,75,90,120,150,180",O=C1CCON1Cc1ccccc1,1,CC1(C)CON(CC2=C(Cl)C=CC=C2)C1=O,"2-[(2-chlorophenyl)methyl]-4,4-dimethyl-1,2-oxazolidin-3-one",240.07858283488,2024.11,139,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
KIHYPELVXPAIDH,9,9,"15,20,25,30,40,50,60,70,80",C(=NOCc1ccc(C2CCCCC2)cc1)c1ccc(CN2CCC2)cc1,1,CCC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O,1-[[4-[(E)-N-[[4-cyclohexyl-3-(trifluoromethyl)phenyl]methoxy]-C-methylcarbonimidoyl]-2-ethylphenyl]methyl]azetidine-3-carboxylic acid,517.2672541068799,2024.11,11012,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,True,True,False,False,False,False
KJYSXRBJOSZLEL,9,9,"15,30,45,60,75,90,120,150,180",O=C(Oc1ccccc1)c1ccccc1,1,CC(C)(C)C1=CC(=C(C=C1)OC(=O)C2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C)C(C)(C)C,,439.32067167088,2025.10,11939,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,False
KKFDCBRMNNSAAW,7,7,"15,30,45,60,75,90,120",C1COCCN1,1,C1COCCN1CCO,2-Morpholinoethanol,132.10190512288,2024.11,4299,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,True
KNHUKKLJHYUCFP,6,6,"15,30,45,60,75,90",c1ccccc1,1,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,Clofibrate,243.07824848688,2024.11,4258,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,True
KTUFNOKKBVMGRW,5,5,"15,20,25,30,40",O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1,1,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,4-[(4-methylpiperazin-1-yl)methyl]-N-[4-methyl-3-[(4-pyridin-3-ylpyrimidin-2-yl)amino]phenyl]benzamide,494.2662850788801,2024.11,3633,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,test,True,True,False,False,False,True,True,True,False,False,False
KUAUJXBLDYVELT,8,8,"15,20,25,30,40,50,60,70",C(COCC1CO1)COCC1CO1,1,CC(C)(COCC1CO1)COCC2CO2,"2-[[2,2-dimethyl-3-(oxiran-2-ylmethoxy)propoxy]methyl]oxirane",217.14343558688,2024.11,11156,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
KVDJTXBXMWJJEF,9,9,"15,30,45,60,75,90,120,150,180",O=C(NCCc1ccccn1)c1ccccc1,1,C1=CC=C(C(=C1)C(=O)NCCC2=C(C=C(C=N2)C(F)(F)F)Cl)C(F)(F)F,Fluopyram,397.05368643888,dev,3484,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
KXDAEFPNCMNJSK,9,9,"15,20,25,30,40,50,60,70,80",c1ccccc1,1,C1=CC=C(C=C1)C(=O)N,Benzamide,122.06004031088,2024.11,10744,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,True
KZNIFHPLKGYRTM,9,9,"15,30,45,60,75,90,120,150,180",O=c1cc(-c2ccccc2)oc2ccccc12,1,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,,271.06009988688,2025.10,11912,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
LBDZGKRFRHHISM,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Nc2nccc(C3CC3)n2)cc1,1,CC1=CC(=NC(=N1)NC2=CC=C(C=C2)O)C3CC3,4-[(4-cyclopropyl-6-methylpyrimidin-2-yl)amino]phenol,242.12878856688,dev,10754,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
LDEJNELBMSFPDJ,8,8,"15,30,45,60,75,90,120,150",O=C(CN1CCNCC1)Nc1ccccc1,1,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(CO)O,,322.21251819087996,2024.06,11534,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,True,False,False,False
LFULEKSKNZEWOE,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,CCC(=O)NC1=CC=C(Cl)C(Cl)=C1,"N-(3,4-Dichlorophenyl)propanamide",218.01339573488,2024.11,3051,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
LFZSOJABLBVGRJ,9,9,"15,30,45,60,75,90,120,150,180",O=C1Nc2ccc(=O)[nH]c2N(C2CC2)c2ncccc21,1,CC1=CC(=O)NC2=C1NC(=O)C3=C(N2C4CC4)N=CC=C3,,283.11895215488,2024.06,11539,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
LHPPDQUVECZQSW,6,6,"15,30,45,60,75,90",c1ccc(-n2nc3ccccc3n2)cc1,1,CC(C)(C)C1=CC(=C(C(=C1)N2N=C3C=CC=CC3=N2)O)C(C)(C)C,,324.20703888688,2025.10,11932,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
LJROKJGQSPMTKB,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(C(c2ccccc2)c2ccccn2)cc1,1,C1=CC=NC(=C1)C(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,,278.11755518688,2024.06,11513,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,False
LKJPYSCBVHEWIU,9,9,"15,30,45,60,75,90,120,150,180",O=C(CCS(=O)(=O)c1ccccc1)Nc1ccccc1,1,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,Bicalutamide,431.06831727488,2024.11,2809,Q Exactive Plus,standard compound,True,True,True,True,True,val,True,True,False,False,False,True,True,True,False,False,False
LLWADFLAOKUBDR,3,3,"15,30,45",c1ccccc1,1,CC1=C(OCCCC(O)=O)C=CC(Cl)=C1,4-(4-chloro-2-methylphenoxy)butanoic acid,229.06259842288,2024.11,2710,Q Exactive Plus,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,True
LNJNFVJKDJYTEU,7,7,"15,30,45,60,75,90,120",c1ccccc1,1,CCOC1=C(C=C(C=C1)NC(=O)OC(C)C)OCC,Diethofencarb,268.15433461888,2024.11,3517,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,False,train,True,True,True,False,False,False,True,True,False,False,True
LOMZTTMTKSVHAG,4,4,"15,30,45,60",O=C1CCCC(OC2CCCCO2)CCCCNCCCCO1,1,CCC1C(C(C(NCC(CC(C(C(C(C(C(=O)O1)C)O)C)OC2C(C(CC(O2)C)N(C)C)O)(C)O)C)C)O)(C)O,,577.4058578388798,2024.06,11510,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,False,False,False,False
LORDFXWUHHSAQU,9,9,"15,30,45,60,75,90,120,150,180",O=C(OCCc1ccccc1)c1ccccc1,1,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C,Trimebutine,388.2118494948801,2024.06,11650,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,True
LOUPRKONTZGTKE,9,9,"15,30,45,60,75,90,120,150,180",c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,1,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,,325.19105447487993,2024.06,11507,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
LTUNNEGNEKBSEH,9,9,"15,30,45,60,75,90,120,150,180",O=C(Nc1ncncn1)NS(=O)(=O)c1ccccc1,1,COC1=NC(C)=NC(NC(=O)NS(=O)(=O)C2=C(CCC(F)(F)F)C=CC=C2)=N1,"1-(4-methoxy-6-methyl-1,3,5-triazin-2-yl)-3-[2-(3,3,3-trifluoropropyl)phenyl]sulfonylurea",420.09478611888005,2024.11,3492,Q Exactive Plus,standard compound,True,True,True,True,True,val,False,False,False,False,False,False,True,True,False,False,True
LUCHPKXVUGJYGU,9,9,"15,30,45,60,75,90,120,150,180",O=c1ncccn1C1CCCO1,1,CC1=CN(C(=O)N=C1N)C2CC(C(O2)CO)O,,242.11353242688,2025.10,11906,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
MADUVMLGQASXOK,8,8,"15,30,45,60,75,90,120,150",__ACYCLIC__MADUVMLGQASXOK,1,CC(C)CC(CC(=O)O)CNC,,174.14885531488,2024.06,11520,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,False,False,False,False
MBABOKRGFJTBAE,6,6,"15,30,45,60,75,90",__ACYCLIC__MBABOKRGFJTBAE,1,COS(C)(=O)=O,Methyl methanesulfonate,111.01104151888,2024.11,11118,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
MBUVEWMHONZEQD,8,8,"15,20,25,30,40,50,60,70",O=c1c2ccccc2c(Cc2ccccc2)nn1C1CCCNCC1,1,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,4-[(4-chlorophenyl)methyl]-2-(1-methylazepan-4-yl)phthalazin-1-one,382.16806653488,2024.11,10832,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,val,True,True,False,False,False,True,True,True,False,False,False
MBXOLPUMNTXLOV,9,9,"15,30,45,60,75,90,120,150,180",C1CCC2CCC(C1)N2,1,CC(=O)[C@H]1CCC[C@@H]2CC[C@H]1N2,,168.13829063088,2025.10,11994,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
MCGSCOLBFJQGHM,9,9,"15,30,45,60,75,90,120,150,180",C1=CC(n2cnc3c(NC4CC4)ncnc32)CC1,1,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO,,287.16148566287995,2024.06,11001,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
MCPKSFINULVDNX,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(-n2nc3ccccc3n2)cc1,1,CC1=CC(=C(C=C1)O)N2N=C3C=CC=CC3=N2,,226.09748843888,2025.10,11929,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,False,True,True,False,False,True
MEZZCSHVIGVWFI,9,9,"15,30,45,60,75,90,120,150,180",O=C(c1ccccc1)c1ccccc1,1,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2O)O,,245.08083533088,2025.10,11921,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,True
MFDFERRIHVXMIY,9,9,"15,20,25,30,40,50,60,70,80",c1ccccc1,1,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,2-(diethylamino)ethyl 4-aminobenzoate,237.15975434688,2024.11,10728,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,True
MHSRNZSBNXFMLF,9,9,"15,30,45,60,75,90,120,150,180",O=C1OCc2ccccc21,1,CC1=C2COC(=O)C2=C(C(=C1O)CC=C(C)CCC(=O)O)O,,307.11761476287995,2024.06,11547,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
MIABSAQIFYEDJP,9,9,"15,30,45,60,75,90,120,150,180",__ACYCLIC__MIABSAQIFYEDJP,1,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,8-2-PAP,544.98050150888,2024.06,2925,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,test,True,True,False,False,False,False,True,False,False,False,False
MKUXAQIIEYXACX,9,9,"15,30,45,60,75,90,120,150,180",O=c1[nH]cnc2[nH]cnc12,1,C1=NC2=C(N1COCCO)N=C(NC2=O)N,,226.09346567888,2024.06,11514,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
MLBZKOGAMRTSKP,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(C2=NOC(c3ccccc3)C2)cc1,1,CC1=C(C=CC(=C1)C2=NOC(C2)(C3=CC(=CC(=C3)Cl)Cl)C(F)(F)F)C(=O)NCC(=O)NCC(F)(F)F,"4-[5-(3,5-dichlorophenyl)-5-(trifluoromethyl)-4H-1,2-oxazol-3-yl]-2-methyl-N-[2-oxo-2-(2,2,2-trifluoroethylamino)ethyl]benzamide",556.06239255088,"2024.06,dev",11593,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,True,True,True,False,False,True,False,True,False,False,True
MLKCGVHIFJBRCD,6,6,"15,30,45,60,75,90",O=c1[nH]cnn1-c1ccccc1,1,CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl,Carfentrazone-ethyl,412.0437077948801,2024.11,3543,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
MNFZZNNFORDXSV,7,7,"15,30,45,60,75,90,120",c1ccccc1,1,CCN(CC)C1=CC=C(C=C1)C=O,4-(Diethylamino)benzaldehyde,178.12264056688,2024.11,10616,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,True
MNHVNIJQQRJYDH,7,7,"15,30,45,60,75,90,120",S=c1nc[nH]n1CC(Cc1ccccc1)C1CC1,1,C1CC1(C(CC2=CC=CC=C2Cl)(CN3C(=S)N=CN3)O)Cl,"2-[2-(1-chlorocyclopropyl)-3-(2-chlorophenyl)-2-hydroxypropyl]-1H-1,2,4-triazole-3-thione",344.03856492688004,2024.11,3813,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,False,train,False,False,False,False,False,False,True,False,False,False,False
MSJXTBMNRCTIDR,7,7,"15,30,45,60,75,90,120",__ACYCLIC__MSJXTBMNRCTIDR,1,CN(C)CCCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"N-[3-(dimethylamino)propyl]-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",585.04990486288,dev,12006,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
MVOYJPOZRLFTCP,9,9,"15,30,45,60,75,90,120,150,180",O=c1[nH]c(=O)c2[nH]cnc2[nH]1,1,CN1C(=O)C2=C(NC1=O)N=CN2,,167.05635189888,2024.06,11506,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,True
MXWJVTOOROXGIU,9,9,"15,30,45,60,75,90,120,150,180",c1ncncn1,1,CCNC1=NC(NC(C)C)=NC(Cl)=N1,"6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",216.10104959488,2024.11,288,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
MXXWOMGUGJBKIW,9,9,"15,30,45,60,75,90,120,150,180",O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,1,C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3,,286.14376993488,2024.06,11521,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
NHNAFOYMIQFCGO,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Oc2ccccn2)cc1,1,C1=CC(=CC(=C1)OC2=C(C=CC=N2)C(=O)N)C(F)(F)F,2-[3-(trifluoromethyl)phenoxy]pyridine-3-carboxamide,283.06888865488,dev,11997,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
NJPPVKZQTLUDBO,9,9,"15,30,45,60,75,90,120,150,180",O=C(NC(=O)c1ccccc1)Nc1ccccc1,1,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2)OC(C(OC(F)(F)F)F)(F)F)Cl)F,"N-[[3-chloro-4-[1,1,2-trifluoro-2-(trifluoromethoxy)ethoxy]phenyl]carbamoyl]-2,6-difluorobenzamide",493.01958667488,2024.11,3550,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,False,train,True,True,False,False,False,True,True,True,False,False,True
NJYZCEFQAIUHSD,9,9,"15,30,45,60,75,90,120,150,180",c1ncncn1,1,CC1=NC(=NC(=N1)N)N,"6-Methyl-1,3,5-triazine-2,4-diamine",126.07742169088,2024.11,4293,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,True,True,True,False,False,False,True,True,False,False,True
NMVCBWZLCXANER,9,9,"15,30,45,60,75,90,120,150,180",O=C(c1ccccc1)c1cccnc1,1,CC1=CC(=C(C(=C1C(=O)C2=C(C(=CN=C2OC)Cl)C)OC)OC)OC,"(5-chloro-2-methoxy-4-methyl-3-pyridinyl)-(2,3,4-trimethoxy-6-methylphenyl)methanone",366.1102768868799,dev,11158,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,True,True,True,False,False,False,False,True,False,False,True
NOFNCLGCUJJPKU,9,9,"15,30,45,60,75,90,120,150,180",O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,1,CN1C2=C(NC1=O)NC(=O)N(C2=O)C,,197.06691658288,2024.06,10787,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,False
NQDJXKOVJZTUJA,8,8,"15,30,45,60,75,90,120,150",O=C1Nc2cccnc2N(C2CC2)c2ncccc21,1,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,,267.12403753488,2024.06,11498,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
NQQVFXUMIDALNH,9,9,"15,30,45,60,75,90,120,150,180",c1ccncc1,1,C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N,"4-amino-3,5,6-trichloropyridine-2-carboxylic acid",240.93328684288,2024.11,3532,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,True,True,True,False,False,False,True,True,False,False,True
NRPKURNSADTHLJ,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,CCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,,283.15400027088,2025.10,10910,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,True
NUWWAHKTVOVTNC,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Nc2ncccn2)cc1,1,CC1=CC(=NC(=N1)NC2=CC=C(C=C2)O)C,"4-[(4,6-dimethylpyrimidin-2-yl)amino]phenol",216.11313850288,dev,11880,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
NWUWYYSKZYIQAE,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,CC1=CC=C(C=C1)C(C)NC(=O)C(C(C)C)NC(=O)OC(C)C,Iprovalicarb,321.21726922288,2024.11,2936,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
NXFQHRVNIOXGAQ,6,6,"15,30,45,60,75,90",O=C1CN(N=Cc2ccco2)C(=O)N1,1,[O-][N+](=O)C1=CC=C(O1)C=NN1CC(=O)NC1=O,"1-[(5-Nitro-2-furanyl)methylideneamino]imidazolidine-2,4-dione",239.04109575888,2024.11,10727,Q Exactive Plus,standard compound,True,True,True,True,True,val,True,True,False,False,False,True,True,True,False,False,False
NZHUXMZTSSZXSB,9,9,"15,20,25,30,40,50,60,70,80",O=C1CC(c2ccccc2)Sc2ccccc2N1,1,CN(C)CCN1C2=CC=CC=C2SC(C(C1=O)O)C3=CC=C(C=C3)OC,"(2S,3S)-5-[2-(dimethylamino)ethyl]-3-hydroxy-2-(4-methoxyphenyl)-2,3-dihydro-1,5-benzothiazepin-4-one",373.15804009488,2024.11,10806,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,False
OAIGZXXQYIJBLR,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(C(OCC[NH2+]C2CCCCO2)c2ccccc2)cc1,1,C[N+](C)(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C3C(C(C(C(O3)C(=O)[O-])O)O)O,,432.20167873487986,2024.06,11552,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
